"Census Profile, 2021 Census of Population"
,,,"Davenport [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 55550,"", 60050,"", 51250,"", 55550,"", 60050,"", 51250,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 88340,"", 43040,"", 45295,"",   96.4,"",   96.3,"",   96.5,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 45880,"", 48840,"", 43040,"", 45880,"", 48840,"", 43040,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 77795,"", 38655,"", 39150,"",   84.9,"",   86.5,"",   83.4,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 52500,"", 57250,"", 47800,"", 52500,"", 57250,"", 47800,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 66720,"", 33450,"", 33270,"",   72.8,"",   74.8,"",   70.9,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 54800,"", 59150,"", 50440,"", 54800,"", 59150,"", 50440,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",, 80130,"", 38515,"", 41610,"",   87.4,"",   86.2,"",   88.7,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",, 10220,"",  9610,"", 10790,"", 10220,"",  9610,"", 10790,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 10020,"",  4485,"",  5535,"",   10.9,"",   10.0,"",   11.8,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6450,"",  5935,"",  6870,"",  6450,"",  5935,"",  6870,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 29645,"", 15000,"", 14640,"",   32.4,"",   33.6,"",   31.2,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",, 10010,"",  9980,"", 10050,"", 10010,"",  9980,"", 10050,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12, 91635,"", 44695,"", 46935,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 31950,"", 16690,"", 15255,"",   34.9,"",   37.3,"",   32.5,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 71000,"", 75000,"", 67000,"", 71000,"", 75000,"", 67000,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15, 82600,"", 86800,"", 78000,"", 82600,"", 86800,"", 78000,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 26775,"", 12865,"", 13910,"",   29.2,"",   28.8,"",   29.6,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 19200,"", 21200,"", 18000,"", 19200,"", 21200,"", 18000,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 30520,"", 33440,"", 27840,"", 30520,"", 33440,"", 27840,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   83.2,"",   85.6,"",   80.6,"",   83.2,"",   85.6,"",   80.6,"",
"Income of individuals in 2020","    Employment income (%)",19,   74.6,"",   76.6,"",   72.4,"",   74.6,"",   76.6,"",   72.4,"",
"Income of individuals in 2020","  Government transfers (%)",20,   16.7,"",   14.3,"",   19.4,"",   16.7,"",   14.3,"",   19.4,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    1.3,"",    1.0,"",    1.6,"",    1.3,"",    1.0,"",    1.6,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    6.6,"",    6.2,"",    7.1,"",    6.6,"",    6.2,"",    7.1,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    6.1,"",    5.8,"",    6.3,"",    6.1,"",    5.8,"",    6.3,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21, 92025,"", 44925,"", 47105,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  3470,"",  1720,"",  1755,"",    3.8,"",    3.8,"",    3.7,"",
"Income of individuals in 2020","  With total income",, 88555,"", 43205,"", 45345,"",   96.2,"",   96.2,"",   96.3,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  6655,"",  2980,"",  3675,"",    7.5,"",    6.9,"",    8.1,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 10480,"",  4700,"",  5780,"",   11.8,"",   10.9,"",   12.7,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 15540,"",  7095,"",  8445,"",   17.5,"",   16.4,"",   18.6,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 11225,"",  5225,"",  6000,"",   12.7,"",   12.1,"",   13.2,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  8770,"",  4220,"",  4545,"",    9.9,"",    9.8,"",   10.0,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7020,"",  3400,"",  3625,"",    7.9,"",    7.9,"",    8.0,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5755,"",  2875,"",  2885,"",    6.5,"",    6.7,"",    6.4,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4865,"",  2495,"",  2375,"",    5.5,"",    5.8,"",    5.2,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3920,"",  2105,"",  1810,"",    4.4,"",    4.9,"",    4.0,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  3310,"",  1795,"",  1515,"",    3.7,"",    4.2,"",    3.3,"",
"Income of individuals in 2020","    $100,000 and over",, 11030,"",  6325,"",  4700,"",   12.5,"",   14.6,"",   10.4,"",
"Income of individuals in 2020","      $100,000 to $149,999",,  7225,"",  3985,"",  3245,"",    8.2,"",    9.2,"",    7.2,"",
"Income of individuals in 2020","      $150,000 and over",,  3805,"",  2340,"",  1460,"",    4.3,"",    5.4,"",    3.2,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22, 92025,"", 44925,"", 47105,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  3415,"",  1685,"",  1730,"",    3.7,"",    3.8,"",    3.7,"",
"Income of individuals in 2020","  With after-tax income",, 88615,"", 43240,"", 45375,"",   96.3,"",   96.2,"",   96.3,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  6860,"",  3090,"",  3770,"",    7.7,"",    7.1,"",    8.3,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 11005,"",  4955,"",  6045,"",   12.4,"",   11.5,"",   13.3,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 17590,"",  8010,"",  9575,"",   19.8,"",   18.5,"",   21.1,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 12635,"",  6030,"",  6605,"",   14.3,"",   13.9,"",   14.6,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 10185,"",  4980,"",  5200,"",   11.5,"",   11.5,"",   11.5,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7825,"",  3865,"",  3960,"",    8.8,"",    8.9,"",    8.7,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  6225,"",  3250,"",  2975,"",    7.0,"",    7.5,"",    6.6,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4790,"",  2600,"",  2185,"",    5.4,"",    6.0,"",    4.8,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3610,"",  1835,"",  1775,"",    4.1,"",    4.2,"",    3.9,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2265,"",  1260,"",  1005,"",    2.6,"",    2.9,"",    2.2,"",
"Income of individuals in 2020","    $100,000 and over",,  5635,"",  3360,"",  2270,"",    6.4,"",    7.8,"",    5.0,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  2830,"",  1620,"",  1210,"",    3.2,"",    3.7,"",    2.7,"",
"Income of individuals in 2020","      $125,000 and over",,  2800,"",  1740,"",  1060,"",    3.2,"",    4.0,"",    2.3,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19, 92025,"", 44925,"", 47105,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 24935,"", 11155,"", 13780,"",   27.1,"",   24.8,"",   29.3,"",
"Income of individuals in 2020","  With employment income",, 67095,"", 33765,"", 33325,"",   72.9,"",   75.2,"",   70.7,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",,  7975,"",  3990,"",  3980,"",   11.9,"",   11.8,"",   11.9,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  5765,"",  2570,"",  3200,"",    8.6,"",    7.6,"",    9.6,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  7645,"",  3635,"",  4010,"",   11.4,"",   10.8,"",   12.0,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  5680,"",  2630,"",  3050,"",    8.5,"",    7.8,"",    9.2,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  5330,"",  2525,"",  2810,"",    7.9,"",    7.5,"",    8.4,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  5425,"",  2670,"",  2755,"",    8.1,"",    7.9,"",    8.3,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  5020,"",  2440,"",  2585,"",    7.5,"",    7.2,"",    7.8,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  4470,"",  2285,"",  2190,"",    6.7,"",    6.8,"",    6.6,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4085,"",  2200,"",  1885,"",    6.1,"",    6.5,"",    5.7,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3385,"",  1805,"",  1580,"",    5.0,"",    5.3,"",    4.7,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2940,"",  1550,"",  1385,"",    4.4,"",    4.6,"",    4.2,"",
"Income of individuals in 2020","    $100,000 and over",,  9370,"",  5475,"",  3895,"",   14.0,"",   16.2,"",   11.7,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  4255,"",  2330,"",  1925,"",    6.3,"",    6.9,"",    5.8,"",
"Income of individuals in 2020","      $125,000 and over",,  5120,"",  3145,"",  1975,"",    7.6,"",    9.3,"",    5.9,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23, 92030,"", 44925,"", 47100,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",, 86875,"", 42270,"", 44605,"",   94.4,"",   94.1,"",   94.7,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 38000,"", 41600,"", 34400,"", 38000,"", 41600,"", 34400,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",, 86900,"", 42275,"", 44625,"",   94.4,"",   94.1,"",   94.7,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 34800,"", 37600,"", 32000,"", 34800,"", 37600,"", 32000,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",, 77290,"", 38195,"", 39100,"",   84.0,"",   85.0,"",   83.0,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 39200,"", 43200,"", 35200,"", 39200,"", 43200,"", 35200,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 66695,"", 33490,"", 33205,"",   72.5,"",   74.5,"",   70.5,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 43200,"", 46800,"", 39600,"", 43200,"", 46800,"", 39600,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",, 75990,"", 36385,"", 39610,"",   82.6,"",   81.0,"",   84.1,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  1130,"",   840,"",  1740,"",  1130,"",   840,"",  1740,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  5555,"",  2520,"",  3030,"",    6.0,"",    5.6,"",    6.4,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  6120,"",  5600,"",  6850,"",  6120,"",  5600,"",  6850,"",
