"Census Profile, 2021 Census of Population"
,,,"Beaches--East York [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 69500,"", 79800,"", 60100,"", 69500,"", 79800,"", 60100,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 85840,"", 41125,"", 44715,"",   95.6,"",   95.4,"",   95.7,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 54200,"", 59850,"", 49000,"", 54200,"", 59850,"", 49000,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 75210,"", 36460,"", 38745,"",   83.7,"",   84.6,"",   82.9,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 68700,"", 80700,"", 57450,"", 68700,"", 80700,"", 57450,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 63150,"", 31325,"", 31825,"",   70.3,"",   72.7,"",   68.1,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 71000,"", 82500,"", 59700,"", 71000,"", 82500,"", 59700,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",, 76530,"", 36000,"", 40530,"",   85.2,"",   83.5,"",   86.8,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",, 10470,"",  9470,"", 11360,"", 10470,"",  9470,"", 11360,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",,  7810,"",  3275,"",  4535,"",    8.7,"",    7.6,"",    9.7,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6940,"",  6230,"",  7450,"",  6940,"",  6230,"",  7450,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 25610,"", 12575,"", 13035,"",   28.5,"",   29.2,"",   27.9,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",, 10170,"", 10260,"", 10090,"", 10170,"", 10260,"", 10090,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12, 89810,"", 43100,"", 46715,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 32045,"", 16815,"", 15230,"",   35.7,"",   39.0,"",   32.6,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 84000,"", 89000,"", 79000,"", 84000,"", 89000,"", 79000,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15,111500,"",126800,"", 94600,"",111500,"",126800,"", 94600,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 22990,"", 10600,"", 12390,"",   25.6,"",   24.6,"",   26.5,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 17000,"", 17200,"", 17000,"", 17000,"", 17200,"", 17000,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 32520,"", 34360,"", 30960,"", 32520,"", 34360,"", 30960,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   86.6,"",   89.6,"",   82.8,"",   86.6,"",   89.6,"",   82.8,"",
"Income of individuals in 2020","    Employment income (%)",19,   75.2,"",   78.8,"",   70.8,"",   75.2,"",   78.8,"",   70.8,"",
"Income of individuals in 2020","  Government transfers (%)",20,   13.4,"",   10.4,"",   17.1,"",   13.4,"",   10.4,"",   17.1,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    0.9,"",    0.6,"",    1.3,"",    0.9,"",    0.6,"",    1.3,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    4.8,"",    4.2,"",    5.6,"",    4.8,"",    4.2,"",    5.6,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    4.4,"",    3.9,"",    4.9,"",    4.4,"",    3.9,"",    4.9,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21, 89915,"", 43145,"", 46770,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  3920,"",  1980,"",  1945,"",    4.4,"",    4.6,"",    4.2,"",
"Income of individuals in 2020","  With total income",, 85990,"", 41160,"", 44830,"",   95.6,"",   95.4,"",   95.9,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  7175,"",  3325,"",  3850,"",    8.3,"",    8.1,"",    8.6,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  9865,"",  4680,"",  5185,"",   11.5,"",   11.4,"",   11.6,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 13205,"",  6000,"",  7205,"",   15.4,"",   14.6,"",   16.1,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  9510,"",  4245,"",  5270,"",   11.1,"",   10.3,"",   11.8,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  7465,"",  3365,"",  4100,"",    8.7,"",    8.2,"",    9.1,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  6160,"",  2720,"",  3445,"",    7.2,"",    6.6,"",    7.7,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5125,"",  2350,"",  2775,"",    6.0,"",    5.7,"",    6.2,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4340,"",  2010,"",  2335,"",    5.0,"",    4.9,"",    5.2,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3695,"",  1825,"",  1865,"",    4.3,"",    4.4,"",    4.2,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  3485,"",  1660,"",  1825,"",    4.1,"",    4.0,"",    4.1,"",
"Income of individuals in 2020","    $100,000 and over",, 15960,"",  8985,"",  6975,"",   18.6,"",   21.8,"",   15.6,"",
"Income of individuals in 2020","      $100,000 to $149,999",,  8985,"",  4545,"",  4445,"",   10.4,"",   11.0,"",    9.9,"",
"Income of individuals in 2020","      $150,000 and over",,  6975,"",  4445,"",  2530,"",    8.1,"",   10.8,"",    5.6,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22, 89915,"", 43145,"", 46770,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  3870,"",  1950,"",  1920,"",    4.3,"",    4.5,"",    4.1,"",
"Income of individuals in 2020","  With after-tax income",, 86045,"", 41195,"", 44855,"",   95.7,"",   95.5,"",   95.9,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  7500,"",  3470,"",  4030,"",    8.7,"",    8.4,"",    9.0,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 10320,"",  4930,"",  5395,"",   12.0,"",   12.0,"",   12.0,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 14715,"",  6665,"",  8045,"",   17.1,"",   16.2,"",   17.9,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 10790,"",  4935,"",  5855,"",   12.5,"",   12.0,"",   13.1,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  8670,"",  3860,"",  4815,"",   10.1,"",    9.4,"",   10.7,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7020,"",  3150,"",  3870,"",    8.2,"",    7.6,"",    8.6,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5600,"",  2645,"",  2950,"",    6.5,"",    6.4,"",    6.6,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4635,"",  2260,"",  2380,"",    5.4,"",    5.5,"",    5.3,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  4340,"",  2025,"",  2315,"",    5.0,"",    4.9,"",    5.2,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2920,"",  1470,"",  1455,"",    3.4,"",    3.6,"",    3.2,"",
"Income of individuals in 2020","    $100,000 and over",,  9525,"",  5780,"",  3745,"",   11.1,"",   14.0,"",    8.3,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  4065,"",  2225,"",  1845,"",    4.7,"",    5.4,"",    4.1,"",
"Income of individuals in 2020","      $125,000 and over",,  5460,"",  3560,"",  1900,"",    6.3,"",    8.6,"",    4.2,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19, 89915,"", 43145,"", 46770,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 26680,"", 11775,"", 14905,"",   29.7,"",   27.3,"",   31.9,"",
"Income of individuals in 2020","  With employment income",, 63235,"", 31365,"", 31870,"",   70.3,"",   72.7,"",   68.1,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",,  9190,"",  4390,"",  4795,"",   14.5,"",   14.0,"",   15.0,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  5140,"",  2365,"",  2775,"",    8.1,"",    7.5,"",    8.7,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  6265,"",  2915,"",  3355,"",    9.9,"",    9.3,"",   10.5,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  4470,"",  2110,"",  2355,"",    7.1,"",    6.7,"",    7.4,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  4065,"",  1970,"",  2095,"",    6.4,"",    6.3,"",    6.6,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  4180,"",  1945,"",  2235,"",    6.6,"",    6.2,"",    7.0,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  3930,"",  1830,"",  2095,"",    6.2,"",    5.8,"",    6.6,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  3530,"",  1700,"",  1825,"",    5.6,"",    5.4,"",    5.7,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  3120,"",  1455,"",  1670,"",    4.9,"",    4.6,"",    5.2,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2915,"",  1470,"",  1445,"",    4.6,"",    4.7,"",    4.5,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  3035,"",  1385,"",  1645,"",    4.8,"",    4.4,"",    5.2,"",
"Income of individuals in 2020","    $100,000 and over",, 13405,"",  7825,"",  5580,"",   21.2,"",   24.9,"",   17.5,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  4900,"",  2480,"",  2420,"",    7.7,"",    7.9,"",    7.6,"",
"Income of individuals in 2020","      $125,000 and over",,  8505,"",  5340,"",  3160,"",   13.4,"",   17.0,"",    9.9,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23, 89915,"", 43140,"", 46775,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",, 84090,"", 40120,"", 43970,"",   93.5,"",   93.0,"",   94.0,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 42400,"", 46000,"", 40000,"", 42400,"", 46000,"", 40000,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",, 84110,"", 40130,"", 43985,"",   93.5,"",   93.0,"",   94.0,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 38400,"", 40800,"", 36400,"", 38400,"", 40800,"", 36400,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",, 74490,"", 35915,"", 38575,"",   82.8,"",   83.3,"",   82.5,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 44000,"", 49200,"", 40000,"", 44000,"", 49200,"", 40000,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 63375,"", 31290,"", 32085,"",   70.5,"",   72.5,"",   68.6,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 46800,"", 50800,"", 43200,"", 46800,"", 50800,"", 43200,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",, 71460,"", 33425,"", 38040,"",   79.5,"",   77.5,"",   81.3,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  1580,"",   900,"",  3100,"",  1580,"",   900,"",  3100,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  4925,"",  1815,"",  3115,"",    5.5,"",    4.2,"",    6.7,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  6650,"",  5480,"",  7500,"",  6650,"",  5480,"",  7500,"",
