"Census Profile, 2021 Census of Population"
,,,"Etobicoke Centre [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 69200,"", 82300,"", 57500,"", 69200,"", 82300,"", 57500,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 96155,"", 45230,"", 50925,"",   96.2,"",   95.8,"",   96.7,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 53650,"", 62050,"", 46200,"", 53650,"", 62050,"", 46200,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 86675,"", 41470,"", 45205,"",   86.8,"",   87.8,"",   85.8,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 65900,"", 80400,"", 52550,"", 65900,"", 80400,"", 52550,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 67930,"", 33810,"", 34120,"",   68.0,"",   71.6,"",   64.8,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 64800,"", 77300,"", 52450,"", 64800,"", 77300,"", 52450,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",, 86705,"", 40390,"", 46315,"",   86.8,"",   85.5,"",   87.9,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",, 10800,"",  9550,"", 11890,"", 10800,"",  9550,"", 11890,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",,  8110,"",  3265,"",  4845,"",    8.1,"",    6.9,"",    9.2,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6480,"",  5845,"",  6900,"",  6480,"",  5845,"",  6900,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 28145,"", 13525,"", 14620,"",   28.2,"",   28.6,"",   27.8,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",,  9570,"",  9440,"",  9690,"",  9570,"",  9440,"",  9690,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12, 99905,"", 47235,"", 52665,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 32655,"", 17755,"", 14900,"",   32.7,"",   37.6,"",   28.3,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 75000,"", 81000,"", 70000,"", 75000,"", 81000,"", 70000,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15,103200,"",116100,"", 87700,"",103200,"",116100,"", 87700,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 25075,"", 11320,"", 13750,"",   25.1,"",   24.0,"",   26.1,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 17200,"", 18600,"", 16400,"", 17200,"", 18600,"", 16400,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 32600,"", 38920,"", 27360,"", 32600,"", 38920,"", 27360,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   86.0,"",   89.6,"",   81.2,"",   86.0,"",   89.6,"",   81.2,"",
"Income of individuals in 2020","    Employment income (%)",19,   66.2,"",   70.2,"",   61.2,"",   66.2,"",   70.2,"",   61.2,"",
"Income of individuals in 2020","  Government transfers (%)",20,   14.1,"",   10.4,"",   18.8,"",   14.1,"",   10.4,"",   18.8,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    0.8,"",    0.5,"",    1.1,"",    0.8,"",    0.5,"",    1.1,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    4.5,"",    3.7,"",    5.6,"",    4.5,"",    3.7,"",    5.6,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    4.1,"",    3.4,"",    4.8,"",    4.1,"",    3.4,"",    4.8,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21, 99785,"", 47175,"", 52610,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  3940,"",  2020,"",  1920,"",    3.9,"",    4.3,"",    3.6,"",
"Income of individuals in 2020","  With total income",, 95850,"", 45155,"", 50690,"",   96.1,"",   95.7,"",   96.4,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  7935,"",  3535,"",  4400,"",    8.3,"",    7.8,"",    8.7,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 10485,"",  4765,"",  5715,"",   10.9,"",   10.6,"",   11.3,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 14430,"",  6160,"",  8265,"",   15.1,"",   13.6,"",   16.3,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 10845,"",  4635,"",  6205,"",   11.3,"",   10.3,"",   12.2,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  9075,"",  3910,"",  5160,"",    9.5,"",    8.7,"",   10.2,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7830,"",  3445,"",  4385,"",    8.2,"",    7.6,"",    8.7,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  6415,"",  2935,"",  3485,"",    6.7,"",    6.5,"",    6.9,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  5220,"",  2525,"",  2695,"",    5.4,"",    5.6,"",    5.3,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  4225,"",  2140,"",  2085,"",    4.4,"",    4.7,"",    4.1,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  3595,"",  1820,"",  1770,"",    3.8,"",    4.0,"",    3.5,"",
"Income of individuals in 2020","    $100,000 and over",, 15790,"",  9275,"",  6515,"",   16.5,"",   20.5,"",   12.9,"",
"Income of individuals in 2020","      $100,000 to $149,999",,  9135,"",  4970,"",  4170,"",    9.5,"",   11.0,"",    8.2,"",
"Income of individuals in 2020","      $150,000 and over",,  6655,"",  4305,"",  2350,"",    6.9,"",    9.5,"",    4.6,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22, 99785,"", 47175,"", 52610,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  3900,"",  2000,"",  1900,"",    3.9,"",    4.2,"",    3.6,"",
"Income of individuals in 2020","  With after-tax income",, 95885,"", 45175,"", 50715,"",   96.1,"",   95.8,"",   96.4,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  8410,"",  3730,"",  4685,"",    8.8,"",    8.3,"",    9.2,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 11000,"",  5010,"",  5995,"",   11.5,"",   11.1,"",   11.8,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 16135,"",  6935,"",  9195,"",   16.8,"",   15.4,"",   18.1,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 12465,"",  5390,"",  7070,"",   13.0,"",   11.9,"",   13.9,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 10935,"",  4755,"",  6180,"",   11.4,"",   10.5,"",   12.2,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  8710,"",  3950,"",  4760,"",    9.1,"",    8.7,"",    9.4,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  6665,"",  3265,"",  3400,"",    7.0,"",    7.2,"",    6.7,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  5175,"",  2660,"",  2515,"",    5.4,"",    5.9,"",    5.0,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  4470,"",  2230,"",  2240,"",    4.7,"",    4.9,"",    4.4,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2775,"",  1525,"",  1250,"",    2.9,"",    3.4,"",    2.5,"",
"Income of individuals in 2020","    $100,000 and over",,  9145,"",  5730,"",  3415,"",    9.5,"",   12.7,"",    6.7,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  3840,"",  2230,"",  1615,"",    4.0,"",    4.9,"",    3.2,"",
"Income of individuals in 2020","      $125,000 and over",,  5305,"",  3505,"",  1805,"",    5.5,"",    7.8,"",    3.6,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19, 99785,"", 47175,"", 52610,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 31875,"", 13265,"", 18610,"",   31.9,"",   28.1,"",   35.4,"",
"Income of individuals in 2020","  With employment income",, 67910,"", 33910,"", 34005,"",   68.1,"",   71.9,"",   64.6,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",, 10365,"",  5000,"",  5360,"",   15.3,"",   14.7,"",   15.8,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  5675,"",  2495,"",  3180,"",    8.4,"",    7.4,"",    9.4,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  7060,"",  3205,"",  3860,"",   10.4,"",    9.5,"",   11.4,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  5095,"",  2420,"",  2670,"",    7.5,"",    7.1,"",    7.9,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  4835,"",  2280,"",  2550,"",    7.1,"",    6.7,"",    7.5,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  4990,"",  2215,"",  2775,"",    7.3,"",    6.5,"",    8.2,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  4780,"",  2220,"",  2565,"",    7.0,"",    6.5,"",    7.5,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  4095,"",  2035,"",  2060,"",    6.0,"",    6.0,"",    6.1,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  3300,"",  1660,"",  1645,"",    4.9,"",    4.9,"",    4.8,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3025,"",  1650,"",  1380,"",    4.5,"",    4.9,"",    4.1,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2850,"",  1465,"",  1385,"",    4.2,"",    4.3,"",    4.1,"",
"Income of individuals in 2020","    $100,000 and over",, 11840,"",  7260,"",  4585,"",   17.4,"",   21.4,"",   13.5,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  4710,"",  2585,"",  2120,"",    6.9,"",    7.6,"",    6.2,"",
"Income of individuals in 2020","      $125,000 and over",,  7135,"",  4675,"",  2460,"",   10.5,"",   13.8,"",    7.2,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23, 99785,"", 47175,"", 52610,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",, 93760,"", 44070,"", 49690,"",   94.0,"",   93.4,"",   94.4,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 43200,"", 48400,"", 39600,"", 43200,"", 48400,"", 39600,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",, 93775,"", 44070,"", 49705,"",   94.0,"",   93.4,"",   94.5,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 38800,"", 42400,"", 36000,"", 38800,"", 42400,"", 36000,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",, 85405,"", 40825,"", 44580,"",   85.6,"",   86.5,"",   84.7,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 41600,"", 47600,"", 36800,"", 41600,"", 47600,"", 36800,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 68255,"", 33995,"", 34255,"",   68.4,"",   72.1,"",   65.1,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 43200,"", 48000,"", 39200,"", 43200,"", 48000,"", 39200,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",, 81300,"", 37995,"", 43310,"",   81.5,"",   80.5,"",   82.3,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  1880,"",   910,"",  4520,"",  1880,"",   910,"",  4520,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  4785,"",  1750,"",  3040,"",    4.8,"",    3.7,"",    5.8,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  6200,"",  5600,"",  6700,"",  6200,"",  5600,"",  6700,"",
