"Census Profile, 2021 Census of Population"
,,,"York Centre [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 50440,"", 56700,"", 44960,"", 50440,"", 56700,"", 44960,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 87960,"", 41100,"", 46860,"",   95.8,"",   95.5,"",   96.1,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 41680,"", 45960,"", 37920,"", 41680,"", 45960,"", 37920,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 75825,"", 36325,"", 39495,"",   82.6,"",   84.4,"",   81.0,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 46440,"", 53900,"", 39560,"", 46440,"", 53900,"", 39560,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 63120,"", 30855,"", 32265,"",   68.8,"",   71.7,"",   66.2,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 46800,"", 54650,"", 39320,"", 46800,"", 54650,"", 39320,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",, 81575,"", 37600,"", 43975,"",   88.9,"",   87.4,"",   90.2,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",, 11200,"",  9860,"", 12340,"", 11200,"",  9860,"", 12340,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",,  9510,"",  3910,"",  5595,"",   10.4,"",    9.1,"",   11.5,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6420,"",  5825,"",  6840,"",  6420,"",  5825,"",  6840,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 32805,"", 15710,"", 17095,"",   35.7,"",   36.5,"",   35.1,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",,  9900,"",  9700,"", 10080,"",  9900,"",  9700,"", 10080,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12, 91800,"", 43030,"", 48770,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 28365,"", 15035,"", 13330,"",   30.9,"",   34.9,"",   27.3,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 57600,"", 61600,"", 53600,"", 57600,"", 61600,"", 53600,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15, 73300,"", 82200,"", 63200,"", 73300,"", 82200,"", 63200,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 24860,"", 11210,"", 13650,"",   27.1,"",   26.1,"",   28.0,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 18000,"", 20000,"", 16400,"", 18000,"", 20000,"", 16400,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 26560,"", 30160,"", 23600,"", 26560,"", 30160,"", 23600,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   79.4,"",   84.0,"",   74.2,"",   79.4,"",   84.0,"",   74.2,"",
"Income of individuals in 2020","    Employment income (%)",19,   66.6,"",   72.4,"",   60.3,"",   66.6,"",   72.4,"",   60.3,"",
"Income of individuals in 2020","  Government transfers (%)",20,   20.6,"",   15.9,"",   25.8,"",   20.6,"",   15.9,"",   25.8,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    1.4,"",    1.0,"",    1.8,"",    1.4,"",    1.0,"",    1.8,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    8.1,"",    7.0,"",    9.3,"",    8.1,"",    7.0,"",    9.3,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    7.3,"",    6.5,"",    8.2,"",    7.3,"",    6.5,"",    8.2,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21, 91910,"", 43015,"", 48895,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  4120,"",  2145,"",  1975,"",    4.5,"",    5.0,"",    4.0,"",
"Income of individuals in 2020","  With total income",, 87785,"", 40865,"", 46920,"",   95.5,"",   95.0,"",   96.0,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  7710,"",  3465,"",  4245,"",    8.8,"",    8.5,"",    9.0,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 11170,"",  5030,"",  6145,"",   12.7,"",   12.3,"",   13.1,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 16400,"",  6960,"",  9445,"",   18.7,"",   17.0,"",   20.1,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 12740,"",  5470,"",  7265,"",   14.5,"",   13.4,"",   15.5,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 10095,"",  4530,"",  5570,"",   11.5,"",   11.1,"",   11.9,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7570,"",  3420,"",  4150,"",    8.6,"",    8.4,"",    8.8,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5460,"",  2625,"",  2835,"",    6.2,"",    6.4,"",    6.0,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  3885,"",  1960,"",  1920,"",    4.4,"",    4.8,"",    4.1,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2940,"",  1575,"",  1365,"",    3.3,"",    3.9,"",    2.9,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2235,"",  1250,"",   985,"",    2.5,"",    3.1,"",    2.1,"",
"Income of individuals in 2020","    $100,000 and over",,  7575,"",  4580,"",  2995,"",    8.6,"",   11.2,"",    6.4,"",
"Income of individuals in 2020","      $100,000 to $149,999",,  4845,"",  2740,"",  2105,"",    5.5,"",    6.7,"",    4.5,"",
"Income of individuals in 2020","      $150,000 and over",,  2730,"",  1835,"",   890,"",    3.1,"",    4.5,"",    1.9,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22, 91910,"", 43015,"", 48895,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  4070,"",  2120,"",  1955,"",    4.4,"",    4.9,"",    4.0,"",
"Income of individuals in 2020","  With after-tax income",, 87835,"", 40895,"", 46940,"",   95.6,"",   95.1,"",   96.0,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  7950,"",  3590,"",  4360,"",    9.1,"",    8.8,"",    9.3,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 11665,"",  5285,"",  6380,"",   13.3,"",   12.9,"",   13.6,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 18455,"",  7795,"", 10655,"",   21.0,"",   19.1,"",   22.7,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 14665,"",  6505,"",  8160,"",   16.7,"",   15.9,"",   17.4,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 11145,"",  5080,"",  6065,"",   12.7,"",   12.4,"",   12.9,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7570,"",  3560,"",  4005,"",    8.6,"",    8.7,"",    8.5,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  4990,"",  2455,"",  2530,"",    5.7,"",    6.0,"",    5.4,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  3425,"",  1920,"",  1505,"",    3.9,"",    4.7,"",    3.2,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2500,"",  1285,"",  1210,"",    2.8,"",    3.1,"",    2.6,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  1470,"",   820,"",   655,"",    1.7,"",    2.0,"",    1.4,"",
"Income of individuals in 2020","    $100,000 and over",,  4015,"",  2600,"",  1410,"",    4.6,"",    6.4,"",    3.0,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  1795,"",  1080,"",   715,"",    2.0,"",    2.6,"",    1.5,"",
"Income of individuals in 2020","      $125,000 and over",,  2220,"",  1525,"",   695,"",    2.5,"",    3.7,"",    1.5,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19, 91910,"", 43015,"", 48895,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 28625,"", 12170,"", 16455,"",   31.1,"",   28.3,"",   33.7,"",
"Income of individuals in 2020","  With employment income",, 63285,"", 30845,"", 32440,"",   68.9,"",   71.7,"",   66.3,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",,  8855,"",  4105,"",  4745,"",   14.0,"",   13.3,"",   14.6,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  6250,"",  2660,"",  3590,"",    9.9,"",    8.6,"",   11.1,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  7860,"",  3500,"",  4360,"",   12.4,"",   11.3,"",   13.4,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  6220,"",  2745,"",  3470,"",    9.8,"",    8.9,"",   10.7,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  6310,"",  2945,"",  3370,"",   10.0,"",    9.5,"",   10.4,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  6115,"",  2850,"",  3265,"",    9.7,"",    9.2,"",   10.1,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  5075,"",  2475,"",  2600,"",    8.0,"",    8.0,"",    8.0,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  3890,"",  2020,"",  1870,"",    6.1,"",    6.5,"",    5.8,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  2810,"",  1480,"",  1330,"",    4.4,"",    4.8,"",    4.1,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2275,"",  1325,"",   945,"",    3.6,"",    4.3,"",    2.9,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  1880,"",  1040,"",   835,"",    3.0,"",    3.4,"",    2.6,"",
"Income of individuals in 2020","    $100,000 and over",,  5755,"",  3705,"",  2055,"",    9.1,"",   12.0,"",    6.3,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  2600,"",  1535,"",  1065,"",    4.1,"",    5.0,"",    3.3,"",
"Income of individuals in 2020","      $125,000 and over",,  3155,"",  2170,"",   985,"",    5.0,"",    7.0,"",    3.0,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23, 91910,"", 43010,"", 48895,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",, 85640,"", 39740,"", 45905,"",   93.2,"",   92.4,"",   93.9,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 33600,"", 36800,"", 31400,"", 33600,"", 36800,"", 31400,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",, 85665,"", 39745,"", 45925,"",   93.2,"",   92.4,"",   93.9,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 31400,"", 33600,"", 29600,"", 31400,"", 33600,"", 29600,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",, 74760,"", 35560,"", 39200,"",   81.3,"",   82.7,"",   80.2,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 33200,"", 37600,"", 30400,"", 33200,"", 37600,"", 30400,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 63255,"", 30710,"", 32545,"",   68.8,"",   71.4,"",   66.6,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 35600,"", 39200,"", 32400,"", 35600,"", 39200,"", 32400,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",, 76605,"", 35070,"", 41535,"",   83.3,"",   81.5,"",   84.9,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  1680,"",   920,"",  3640,"",  1680,"",   920,"",  3640,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  5045,"",  1840,"",  3205,"",    5.5,"",    4.3,"",    6.6,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  6200,"",  5720,"",  6500,"",  6200,"",  5720,"",  6500,"",
