"Census Profile, 2021 Census of Population"
"Age characteristics","    65 to 69 years",,  6310,"",  3020,"",  3290,"",    6.2,"",    6.1,"",    6.2,"",
"Age characteristics","    70 to 74 years",,  5430,"",  2520,"",  2910,"",    5.3,"",    5.1,"",    5.5,"",
"Age characteristics","    75 to 79 years",,  3680,"",  1650,"",  2025,"",    3.6,"",    3.3,"",    3.8,"",
"Age characteristics","    80 to 84 years",,  2280,"",  1030,"",  1245,"",    2.2,"",    2.1,"",    2.4,"",
"Age characteristics","    85 years and over",,  1990,"",   800,"",  1190,"",    1.9,"",    1.6,"",    2.3,"",
"Age characteristics","      85 to 89 years",,  1215,"",   555,"",   660,"",    1.2,"",    1.1,"",    1.3,"",
"Age characteristics","      90 to 94 years",,   575,"",   200,"",   370,"",    0.6,"",    0.4,"",    0.7,"",
"Age characteristics","      95 to 99 years",,   170,"",    35,"",   135,"",    0.2,"",    0.1,"",    0.3,"",
"Age characteristics","      100 years and over",,    30,"",    10,"",    20,"",    0.0,"",    0.0,"",    0.0,"",
"Age characteristics","Total - Distribution (%) of the population by broad age groups - 100% data",,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Age characteristics","  0 to 14 years",,   14.8,"",   15.7,"",   14.0,"",   14.8,"",   15.7,"",   14.0,"",
"Age characteristics","  15 to 64 years",,   65.9,"",   66.0,"",   65.8,"",   65.9,"",   66.0,"",   65.8,"",
"Age characteristics","  65 years and over",,   19.3,"",   18.2,"",   20.2,"",   19.3,"",   18.2,"",   20.2,"",
"Age characteristics","    85 years and over",,    1.9,"",    1.6,"",    2.3,"",    1.9,"",    1.6,"",    2.3,"",
"Age characteristics","Average age of the population",,   42.1,"",   41.0,"",   43.3,"",   42.1,"",   41.0,"",   43.3,"",
"Age characteristics","Median age of the population",,   42.0,"",   40.0,"",   44.0,"",   42.0,"",   40.0,"",   44.0,"",
"Household and dwelling characteristics","Total - Occupied private dwellings by structural type of dwelling - 100% data",, 32435,"",,"...",,"...",  100.0,"",,"...",,"...",
"Household and dwelling characteristics","  Single-detached house",, 17760,"",,"...",,"...",   54.8,"",,"...",,"...",
"Household and dwelling characteristics","  Semi-detached house",,  1865,"",,"...",,"...",    5.7,"",,"...",,"...",
"Household and dwelling characteristics","  Row house",,  4585,"",,"...",,"...",   14.1,"",,"...",,"...",
"Household and dwelling characteristics","  Apartment or flat in a duplex",,  2890,"",,"...",,"...",    8.9,"",,"...",,"...",
"Household and dwelling characteristics","  Apartment in a building that has fewer than five storeys",,  1205,"",,"...",,"...",    3.7,"",,"...",,"...",
"Household and dwelling characteristics","  Apartment in a building that has five or more storeys",,  4065,"",,"...",,"...",   12.5,"",,"...",,"...",
"Household and dwelling characteristics","  Other single-attached house",,    50,"",,"...",,"...",    0.2,"",,"...",,"...",
"Household and dwelling characteristics","  Movable dwelling",4,     5,"",,"...",,"...",    0.0,"",,"...",,"...",
"Household and dwelling characteristics","Total - Private households by household size - 100% data",, 32430,"",,"...",,"...",  100.0,"",,"...",,"...",
"Household and dwelling characteristics","  1 person",,  5200,"",,"...",,"...",   16.0,"",,"...",,"...",
"Household and dwelling characteristics","  2 persons",,  8495,"",,"...",,"...",   26.2,"",,"...",,"...",
"Household and dwelling characteristics","  3 persons",,  6260,"",,"...",,"...",   19.3,"",,"...",,"...",
"Household and dwelling characteristics","  4 persons",,  6435,"",,"...",,"...",   19.8,"",,"...",,"...",
"Household and dwelling characteristics","  5 or more persons",,  6040,"",,"...",,"...",   18.6,"",,"...",,"...",
"Household and dwelling characteristics","Number of persons in private households",,101720,"", 49260,"", 52460,"",  100.0,"",  100.0,"",  100.0,"",
"Household and dwelling characteristics","Average household size",,    3.1,"",,"...",,"...",    3.1,"",,"...",,"...",
"Marital status","Total - Marital status for the total population aged 15 years and over - 100% data",, 87095,"", 41680,"", 45415,"",  100.0,"",  100.0,"",  100.0,"",
"Marital status","  Married or living common-law",, 46495,"", 23185,"", 23315,"",   53.4,"",   55.6,"",   51.3,"",
"Marital status","    Married",, 43225,"", 21550,"", 21675,"",   49.6,"",   51.7,"",   47.7,"",
"Marital status","    Living common-law",,  3270,"",  1635,"",  1635,"",    3.8,"",    3.9,"",    3.6,"",
"Marital status","      Living common law - Never married",,  2235,"",  1105,"",  1130,"",    2.6,"",    2.7,"",    2.5,"",
"Marital status","      Living common law - Separated",,   170,"",    95,"",    75,"",    0.2,"",    0.2,"",    0.2,"",
"Marital status","      Living common law - Divorced",,   790,"",   400,"",   385,"",    0.9,"",    1.0,"",    0.8,"",
"Marital status","      Living common law - Widowed",,    80,"",    35,"",    45,"",    0.1,"",    0.1,"",    0.1,"",
"Marital status","  Not married and not living common-law",, 40595,"", 18495,"", 22100,"",   46.6,"",   44.4,"",   48.7,"",
"Marital status","    Not married and not living common law - Never married",, 29470,"", 15380,"", 14085,"",   33.8,"",   36.9,"",   31.0,"",
"Marital status","    Not married and not living common law - Separated",,  2355,"",   860,"",  1490,"",    2.7,"",    2.1,"",    3.3,"",
"Marital status","    Not married and not living common law - Divorced",,  4145,"",  1345,"",  2795,"",    4.8,"",    3.2,"",    6.2,"",
"Marital status","    Not married and not living common law - Widowed",,  4635,"",   905,"",  3725,"",    5.3,"",    2.2,"",    8.2,"",
"Family characteristics","Total - Census families in private households by family size - 100% data",5, 28550,"",,"...",,"...",  100.0,"",,"...",,"...",
"Family characteristics","  2 persons",, 11450,"",,"...",,"...",   40.1,"",,"...",,"...",
"Family characteristics","  3 persons",,  7135,"",,"...",,"...",   25.0,"",,"...",,"...",
"Family characteristics","  4 persons",,  6730,"",,"...",,"...",   23.6,"",,"...",,"...",
"Family characteristics","  5 or more persons",,  3235,"",,"...",,"...",   11.3,"",,"...",,"...",
"Family characteristics","Average size of census families",,    3.1,"",,"...",,"...",    3.1,"",,"...",,"...",
"Family characteristics","Average number of children in census families with children",6,    1.8,"",,"...",,"...",    1.8,"",,"...",,"...",
"Family characteristics","Total number of census families in private households - 100% data",, 28550,"",,"...",,"...",  100.0,"",,"...",,"...",
"Family characteristics","  Total couple families",, 22415,"",,"...",,"...",   78.5,"",,"...",,"...",
"Family characteristics","    Married couples",, 20780,"",,"...",,"...",   72.8,"",,"...",,"...",
"Family characteristics","      With children",6, 13630,"",,"...",,"...",   47.7,"",,"...",,"...",
"Family characteristics","      Without children",,  7150,"",,"...",,"...",   25.0,"",,"...",,"...",
"Family characteristics","    Common-law couples",,  1640,"",,"...",,"...",    5.7,"",,"...",,"...",
"Family characteristics","      With children",6,   790,"",,"...",,"...",    2.8,"",,"...",,"...",
"Family characteristics","      Without children",,   845,"",,"...",,"...",    3.0,"",,"...",,"...",
"Family characteristics","  Total one-parent families",,  6135,"",,"...",,"...",   21.5,"",,"...",,"...",
"Family characteristics","    in which the parent is a woman+",,  5095,"",,"...",,"...",   17.8,"",,"...",,"...",
"Family characteristics","    in which the parent is a man+",,  1040,"",,"...",,"...",    3.6,"",,"...",,"...",
"Family characteristics","Total - Persons in private households - 100% data",,101720,"", 49260,"", 52460,"",  100.0,"",  100.0,"",  100.0,"",
"Family characteristics","  Total - Persons in census families",, 88365,"", 43395,"", 44970,"",   86.9,"",   88.1,"",   85.7,"",
"Family characteristics","    Married spouses or common-law partners",, 44830,"", 22410,"", 22420,"",   44.1,"",   45.5,"",   42.7,"",
"Family characteristics","    Parents in one-parent families",,  6135,"",  1045,"",  5095,"",    6.0,"",    2.1,"",    9.7,"",
"Family characteristics","    Children",6, 37400,"", 19945,"", 17455,"",   36.8,"",   40.5,"",   33.3,"",
"Family characteristics","      In a two-parent family",, 27300,"", 14500,"", 12805,"",   26.8,"",   29.4,"",   24.4,"",
"Family characteristics","      In a one-parent family",, 10100,"",  5440,"",  4655,"",    9.9,"",   11.0,"",    8.9,"",
"Family characteristics","  Total - Persons not in census families in private households - 100% data",, 13355,"",  5865,"",  7495,"",   13.1,"",   11.9,"",   14.3,"",
"Family characteristics","    Living alone",,  5200,"",  2130,"",  3075,"",    5.1,"",    4.3,"",    5.9,"",
"Family characteristics","    Living with other relatives",7,  4185,"",  1435,"",  2755,"",    4.1,"",    2.9,"",    5.3,"",
"Family characteristics","    Living with non-relatives only",,  3960,"",  2300,"",  1665,"",    3.9,"",    4.7,"",    3.2,"",
"Household type","Total - Household type - 100% data",, 32435,"",,"...",,"...",  100.0,"",,"...",,"...",
"Household type","  One-census-family households without additional persons",, 20445,"",,"...",,"...",   63.0,"",,"...",,"...",
"Household type","    Couple-family households",, 16610,"",,"...",,"...",   51.2,"",,"...",,"...",
"Household type","      With children",6, 10895,"",,"...",,"...",   33.6,"",,"...",,"...",
"Household type","      Without children",,  5710,"",,"...",,"...",   17.6,"",,"...",,"...",
"Household type","    One-parent-family households",,  3835,"",,"...",,"...",   11.8,"",,"...",,"...",
"Household type","  Multigenerational households",8,  3200,"",,"...",,"...",    9.9,"",,"...",,"...",
"Household type","  Multiple-census-family households",9,   620,"",,"...",,"...",    1.9,"",,"...",,"...",
"Household type","  One-census-family households with additional persons",9,  1740,"",,"...",,"...",    5.4,"",,"...",,"...",
"Household type","  Two-or-more-person non-census-family households ",,  1220,"",,"...",,"...",    3.8,"",,"...",,"...",
"Household type","  One-person households",,  5205,"",,"...",,"...",   16.0,"",,"...",,"...",
"Income of individuals in 2020","Total - Income statistics in 2020 for the population aged 15 years and over in private households - 100% data",10, 86580,"", 41480,"", 45100,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of total income recipients aged 15 years and over in private households in 2020 - 100% data",, 82360,"", 39315,"", 43045,"",   95.1,"",   94.8,"",   95.4,"",
"Income of individuals in 2020","    Median total income in 2020 among recipients ($)",, 37200,"", 39200,"", 36000,"", 37200,"", 39200,"", 36000,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 100% data",, 82385,"", 39335,"", 43050,"",   95.2,"",   94.8,"",   95.5,"",
"Income of individuals in 2020","    Median after-tax income in 2020 among recipients ($)",, 34400,"", 35600,"", 33200,"", 34400,"", 35600,"", 33200,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 100% data",, 70685,"", 34470,"", 36215,"",   81.6,"",   83.1,"",   80.3,"",
"Income of individuals in 2020","    Median market income in 2020 among recipients ($)",, 31600,"", 35600,"", 27800,"", 31600,"", 35600,"", 27800,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 100% data",, 57600,"", 28865,"", 28735,"",   66.5,"",   69.6,"",   63.7,"",
"Income of individuals in 2020","    Median employment income in 2020 among recipients ($)",, 34800,"", 38000,"", 32000,"", 34800,"", 38000,"", 32000,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 100% data",, 76500,"", 36215,"", 40285,"",   88.4,"",   87.3,"",   89.3,"",
"Income of individuals in 2020","    Median government transfers in 2020 among recipients ($)",, 10200,"",  8600,"", 11700,"", 10200,"",  8600,"", 11700,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 100% data",,  8260,"",  3565,"",  4690,"",    9.5,"",    8.6,"",   10.4,"",
"Income of individuals in 2020","    Median employment insurance benefits in 2020 among recipients ($)",,  5520,"",  5520,"",  5560,"",  5520,"",  5520,"",  5560,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 100% data",, 28850,"", 14315,"", 14530,"",   33.3,"",   34.5,"",   32.2,"",
"Income of individuals in 2020","    Median COVID-19 emergency and recovery benefits in 2020 among recipients ($)",, 10000,"", 10000,"", 10000,"", 10000,"", 10000,"", 10000,"",
"Income of individuals in 2020","Total - Income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",11, 86445,"", 41545,"", 44905,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of total income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 82270,"", 39475,"", 42795,"",   95.2,"",   95.0,"",   95.3,"",
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 47840,"", 51650,"", 44320,"", 47840,"", 51650,"", 44320,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 82295,"", 39500,"", 42795,"",   95.2,"",   95.1,"",   95.3,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 40840,"", 43280,"", 38600,"", 40840,"", 43280,"", 38600,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 70625,"", 34620,"", 36000,"",   81.7,"",   83.3,"",   80.2,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 43320,"", 48120,"", 38720,"", 43320,"", 48120,"", 38720,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 57475,"", 28960,"", 28515,"",   66.5,"",   69.7,"",   63.5,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 45040,"", 49160,"", 40840,"", 45040,"", 49160,"", 40840,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",, 76470,"", 36315,"", 40155,"",   88.5,"",   87.4,"",   89.4,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",, 11450,"", 10250,"", 12530,"", 11450,"", 10250,"", 12530,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",,  8185,"",  3520,"",  4675,"",    9.5,"",    8.5,"",   10.4,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6440,"",  5960,"",  6790,"",  6440,"",  5960,"",  6790,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 28630,"", 14385,"", 14245,"",   33.1,"",   34.6,"",   31.7,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",, 10000,"", 10060,"",  9950,"", 10000,"", 10060,"",  9950,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12, 86450,"", 41545,"", 44905,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 26100,"", 13830,"", 12270,"",   30.2,"",   33.3,"",   27.3,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 61600,"", 64000,"", 59600,"", 61600,"", 64000,"", 59600,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15, 71700,"", 76000,"", 66700,"", 71700,"", 76000,"", 66700,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 21760,"", 10420,"", 11340,"",   25.2,"",   25.1,"",   25.3,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 16400,"", 17200,"", 15500,"", 16400,"", 17200,"", 15500,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 26000,"", 28360,"", 23840,"", 26000,"", 28360,"", 23840,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   77.8,"",   81.8,"",   73.4,"",   77.8,"",   81.8,"",   73.4,"",
"Income of individuals in 2020","    Employment income (%)",19,   65.8,"",   69.8,"",   61.4,"",   65.8,"",   69.8,"",   61.4,"",
"Income of individuals in 2020","  Government transfers (%)",20,   22.2,"",   18.3,"",   26.6,"",   22.2,"",   18.3,"",   26.6,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    1.3,"",    1.0,"",    1.7,"",    1.3,"",    1.0,"",    1.7,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    8.1,"",    7.6,"",    8.6,"",    8.1,"",    7.6,"",    8.6,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    7.3,"",    7.1,"",    7.5,"",    7.3,"",    7.1,"",    7.5,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21, 86580,"", 41485,"", 45095,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  4215,"",  2170,"",  2050,"",    4.9,"",    5.2,"",    4.5,"",
"Income of individuals in 2020","  With total income",, 82360,"", 39320,"", 43045,"",   95.1,"",   94.8,"",   95.5,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  7675,"",  3410,"",  4265,"",    9.3,"",    8.7,"",    9.9,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 10840,"",  5095,"",  5745,"",   13.2,"",   13.0,"",   13.3,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 14400,"",  6620,"",  7785,"",   17.5,"",   16.8,"",   18.1,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 11040,"",  4950,"",  6090,"",   13.4,"",   12.6,"",   14.1,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  8825,"",  3990,"",  4835,"",   10.7,"",   10.1,"",   11.2,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7320,"",  3325,"",  3995,"",    8.9,"",    8.5,"",    9.3,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5525,"",  2635,"",  2895,"",    6.7,"",    6.7,"",    6.7,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4230,"",  2145,"",  2080,"",    5.1,"",    5.5,"",    4.8,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3005,"",  1610,"",  1395,"",    3.6,"",    4.1,"",    3.2,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2465,"",  1395,"",  1075,"",    3.0,"",    3.5,"",    2.5,"",
"Income of individuals in 2020","    $100,000 and over",,  7035,"",  4145,"",  2885,"",    8.5,"",   10.5,"",    6.7,"",
"Income of individuals in 2020","      $100,000 to $149,999",,  5190,"",  2885,"",  2305,"",    6.3,"",    7.3,"",    5.4,"",
"Income of individuals in 2020","      $150,000 and over",,  1845,"",  1265,"",   580,"",    2.2,"",    3.2,"",    1.3,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22, 86580,"", 41485,"", 45095,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  4195,"",  2150,"",  2050,"",    4.8,"",    5.2,"",    4.5,"",
"Income of individuals in 2020","  With after-tax income",, 82385,"", 39335,"", 43050,"",   95.2,"",   94.8,"",   95.5,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  7885,"",  3500,"",  4390,"",    9.6,"",    8.9,"",   10.2,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 11350,"",  5350,"",  6000,"",   13.8,"",   13.6,"",   13.9,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 16120,"",  7385,"",  8735,"",   19.6,"",   18.8,"",   20.3,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 12570,"",  5755,"",  6815,"",   15.3,"",   14.6,"",   15.8,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 10210,"",  4680,"",  5530,"",   12.4,"",   11.9,"",   12.8,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7700,"",  3660,"",  4045,"",    9.3,"",    9.3,"",    9.4,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5270,"",  2605,"",  2660,"",    6.4,"",    6.6,"",    6.2,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  3655,"",  2000,"",  1655,"",    4.4,"",    5.1,"",    3.8,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2915,"",  1440,"",  1475,"",    3.5,"",    3.7,"",    3.4,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  1610,"",   925,"",   685,"",    2.0,"",    2.4,"",    1.6,"",
"Income of individuals in 2020","    $100,000 and over",,  3105,"",  2035,"",  1065,"",    3.8,"",    5.2,"",    2.5,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  1790,"",  1130,"",   660,"",    2.2,"",    2.9,"",    1.5,"",
"Income of individuals in 2020","      $125,000 and over",,  1310,"",   905,"",   405,"",    1.6,"",    2.3,"",    0.9,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19, 86580,"", 41485,"", 45095,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 28980,"", 12620,"", 16360,"",   33.5,"",   30.4,"",   36.3,"",
"Income of individuals in 2020","  With employment income",, 57600,"", 28865,"", 28735,"",   66.5,"",   69.6,"",   63.7,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",,  9165,"",  4425,"",  4735,"",   15.9,"",   15.3,"",   16.5,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  5600,"",  2600,"",  2995,"",    9.7,"",    9.0,"",   10.4,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  6615,"",  3150,"",  3470,"",   11.5,"",   10.9,"",   12.1,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  4900,"",  2300,"",  2600,"",    8.5,"",    8.0,"",    9.0,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  5115,"",  2525,"",  2590,"",    8.9,"",    8.7,"",    9.0,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  5015,"",  2365,"",  2650,"",    8.7,"",    8.2,"",    9.2,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  4790,"",  2325,"",  2460,"",    8.3,"",    8.1,"",    8.6,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  3780,"",  1910,"",  1870,"",    6.6,"",    6.6,"",    6.5,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  2895,"",  1540,"",  1355,"",    5.0,"",    5.3,"",    4.7,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2245,"",  1255,"",   990,"",    3.9,"",    4.3,"",    3.4,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2075,"",  1120,"",   950,"",    3.6,"",    3.9,"",    3.3,"",
"Income of individuals in 2020","    $100,000 and over",,  5410,"",  3355,"",  2055,"",    9.4,"",   11.6,"",    7.2,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  2870,"",  1595,"",  1275,"",    5.0,"",    5.5,"",    4.4,"",
"Income of individuals in 2020","      $125,000 and over",,  2540,"",  1755,"",   780,"",    4.4,"",    6.1,"",    2.7,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23, 86580,"", 41480,"", 45100,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",, 80390,"", 38280,"", 42110,"",   92.9,"",   92.3,"",   93.4,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 34400,"", 37200,"", 32400,"", 34400,"", 37200,"", 32400,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",, 80405,"", 38285,"", 42125,"",   92.9,"",   92.3,"",   93.4,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 32000,"", 34000,"", 30200,"", 32000,"", 34000,"", 30200,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",, 69915,"", 34125,"", 35790,"",   80.8,"",   82.3,"",   79.4,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 33600,"", 37600,"", 30200,"", 33600,"", 37600,"", 30200,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 57960,"", 29070,"", 28890,"",   66.9,"",   70.1,"",   64.1,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 36000,"", 39200,"", 33200,"", 36000,"", 39200,"", 33200,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",, 71925,"", 33955,"", 37975,"",   83.1,"",   81.9,"",   84.2,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  2160,"",  1030,"",  4840,"",  2160,"",  1030,"",  4840,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  4500,"",  1665,"",  2830,"",    5.2,"",    4.0,"",    6.3,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  6000,"",  5440,"",  6240,"",  6000,"",  5440,"",  6240,"",
