"Census Profile, 2021 Census of Population"
,,,"Spadina--Fort York [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",,121820,"", 60355,"", 61465,"",   96.6,"",   96.6,"",   96.6,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 60550,"", 67700,"", 53550,"", 60550,"", 67700,"", 53550,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",,113185,"", 56650,"", 56535,"",   89.7,"",   90.6,"",   88.8,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 77800,"", 90800,"", 64800,"", 77800,"", 90800,"", 64800,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",,102260,"", 51655,"", 50605,"",   81.1,"",   82.6,"",   79.5,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 78500,"", 90600,"", 66200,"", 78500,"", 90600,"", 66200,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",,109050,"", 53630,"", 55415,"",   86.5,"",   85.8,"",   87.1,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",,  6750,"",  5985,"",  7490,"",  6750,"",  5985,"",  7490,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 10290,"",  4590,"",  5695,"",    8.2,"",    7.3,"",    9.0,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6315,"",  5865,"",  6670,"",  6315,"",  5865,"",  6670,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 34585,"", 16610,"", 17975,"",   27.4,"",   26.6,"",   28.2,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",, 10060,"", 10090,"", 10030,"", 10060,"", 10090,"", 10030,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12,126135,"", 62500,"", 63630,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 60455,"", 32140,"", 28310,"",   47.9,"",   51.4,"",   44.5,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 84000,"", 90000,"", 78500,"", 84000,"", 90000,"", 78500,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15,106600,"",119100,"", 92400,"",106600,"",119100,"", 92400,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 33665,"", 15690,"", 17980,"",   26.7,"",   25.1,"",   28.3,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 23400,"", 26000,"", 21200,"", 23400,"", 26000,"", 21200,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 39240,"", 45320,"", 33960,"", 39240,"", 45320,"", 33960,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   92.2,"",   94.2,"",   89.8,"",   92.2,"",   94.2,"",   89.8,"",
"Income of individuals in 2020","    Employment income (%)",19,   84.2,"",   85.6,"",   82.2,"",   84.2,"",   85.6,"",   82.2,"",
"Income of individuals in 2020","  Government transfers (%)",20,    7.7,"",    5.9,"",   10.2,"",    7.7,"",    5.9,"",   10.2,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    0.7,"",    0.5,"",    0.9,"",    0.7,"",    0.5,"",    0.9,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    3.9,"",    3.3,"",    4.8,"",    3.9,"",    3.3,"",    4.8,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    3.7,"",    3.1,"",    4.4,"",    3.7,"",    3.1,"",    4.4,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21,125790,"", 62305,"", 63490,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  4245,"",  2075,"",  2170,"",    3.4,"",    3.3,"",    3.4,"",
"Income of individuals in 2020","  With total income",,121550,"", 60225,"", 61325,"",   96.6,"",   96.7,"",   96.6,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  8665,"",  3770,"",  4895,"",    7.1,"",    6.3,"",    8.0,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  9820,"",  4655,"",  5160,"",    8.1,"",    7.7,"",    8.4,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 14180,"",  6420,"",  7760,"",   11.7,"",   10.7,"",   12.7,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 10680,"",  4685,"",  6000,"",    8.8,"",    7.8,"",    9.8,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  9590,"",  4200,"",  5385,"",    7.9,"",    7.0,"",    8.8,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  9110,"",  4080,"",  5025,"",    7.5,"",    6.8,"",    8.2,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  8845,"",  4070,"",  4770,"",    7.3,"",    6.8,"",    7.8,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  8455,"",  4105,"",  4350,"",    7.0,"",    6.8,"",    7.1,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  7680,"",  3940,"",  3740,"",    6.3,"",    6.5,"",    6.1,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  6440,"",  3355,"",  3090,"",    5.3,"",    5.6,"",    5.0,"",
"Income of individuals in 2020","    $100,000 and over",, 28085,"", 16940,"", 11145,"",   23.1,"",   28.1,"",   18.2,"",
"Income of individuals in 2020","      $100,000 to $149,999",, 16930,"",  9605,"",  7330,"",   13.9,"",   15.9,"",   12.0,"",
"Income of individuals in 2020","      $150,000 and over",, 11155,"",  7335,"",  3820,"",    9.2,"",   12.2,"",    6.2,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22,125790,"", 62305,"", 63490,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  4210,"",  2060,"",  2150,"",    3.3,"",    3.3,"",    3.4,"",
"Income of individuals in 2020","  With after-tax income",,121580,"", 60245,"", 61340,"",   96.7,"",   96.7,"",   96.6,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  9015,"",  3950,"",  5065,"",    7.4,"",    6.6,"",    8.3,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 10380,"",  4945,"",  5430,"",    8.5,"",    8.2,"",    8.9,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 15900,"",  7170,"",  8730,"",   13.1,"",   11.9,"",   14.2,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 12500,"",  5570,"",  6925,"",   10.3,"",    9.2,"",   11.3,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 12435,"",  5455,"",  6980,"",   10.2,"",    9.1,"",   11.4,"",
"Income of individuals in 2020","    $50,000 to $59,999",, 12025,"",  5590,"",  6430,"",    9.9,"",    9.3,"",   10.5,"",
"Income of individuals in 2020","    $60,000 to $69,999",, 11265,"",  5585,"",  5685,"",    9.3,"",    9.3,"",    9.3,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  9555,"",  4940,"",  4620,"",    7.9,"",    8.2,"",    7.5,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  7630,"",  4095,"",  3535,"",    6.3,"",    6.8,"",    5.8,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  5400,"",  3100,"",  2305,"",    4.4,"",    5.1,"",    3.8,"",
"Income of individuals in 2020","    $100,000 and over",, 15470,"",  9845,"",  5620,"",   12.7,"",   16.3,"",    9.2,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  7205,"",  4310,"",  2895,"",    5.9,"",    7.2,"",    4.7,"",
"Income of individuals in 2020","      $125,000 and over",,  8260,"",  5535,"",  2725,"",    6.8,"",    9.2,"",    4.4,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19,125790,"", 62305,"", 63490,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 23555,"", 10585,"", 12970,"",   18.7,"",   17.0,"",   20.4,"",
"Income of individuals in 2020","  With employment income",,102235,"", 51715,"", 50520,"",   81.3,"",   83.0,"",   79.6,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",,  8850,"",  4090,"",  4760,"",    8.7,"",    7.9,"",    9.4,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  6290,"",  2800,"",  3485,"",    6.2,"",    5.4,"",    6.9,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  8185,"",  3795,"",  4390,"",    8.0,"",    7.3,"",    8.7,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  6055,"",  2810,"",  3245,"",    5.9,"",    5.4,"",    6.4,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  5825,"",  2765,"",  3065,"",    5.7,"",    5.3,"",    6.1,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  6740,"",  3040,"",  3695,"",    6.6,"",    5.9,"",    7.3,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7215,"",  3215,"",  3995,"",    7.1,"",    6.2,"",    7.9,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  7705,"",  3640,"",  4065,"",    7.5,"",    7.0,"",    8.0,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  7470,"",  3595,"",  3875,"",    7.3,"",    7.0,"",    7.7,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  6860,"",  3575,"",  3280,"",    6.7,"",    6.9,"",    6.5,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  5975,"",  3065,"",  2910,"",    5.8,"",    5.9,"",    5.8,"",
"Income of individuals in 2020","    $100,000 and over",, 25075,"", 15320,"",  9755,"",   24.5,"",   29.6,"",   19.3,"",
"Income of individuals in 2020","      $100,000 to $124,999",, 10125,"",  5695,"",  4430,"",    9.9,"",   11.0,"",    8.8,"",
"Income of individuals in 2020","      $125,000 and over",, 14950,"",  9625,"",  5325,"",   14.6,"",   18.6,"",   10.5,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23,125790,"", 62300,"", 63485,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",,118605,"", 58695,"", 59910,"",   94.3,"",   94.2,"",   94.4,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 52400,"", 58400,"", 47200,"", 52400,"", 58400,"", 47200,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",,118620,"", 58695,"", 59920,"",   94.3,"",   94.2,"",   94.4,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 45600,"", 50000,"", 42000,"", 45600,"", 50000,"", 42000,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",,110145,"", 54935,"", 55210,"",   87.6,"",   88.2,"",   87.0,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 55200,"", 61600,"", 49200,"", 55200,"", 61600,"", 49200,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 99470,"", 50130,"", 49335,"",   79.1,"",   80.5,"",   77.7,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 57200,"", 63200,"", 51600,"", 57200,"", 63200,"", 51600,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",,102315,"", 50290,"", 52030,"",   81.3,"",   80.7,"",   82.0,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,   576,"",   448,"",   665,"",   576,"",   448,"",   665,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  4695,"",  2005,"",  2690,"",    3.7,"",    3.2,"",    4.2,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  5920,"",  5360,"",  6320,"",  5920,"",  5360,"",  6320,"",
