"Census Profile, 2021 Census of Population"
,,,"Scarborough Centre [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 41560,"", 44080,"", 39240,"", 41560,"", 44080,"", 39240,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 89370,"", 42765,"", 46605,"",   94.5,"",   94.3,"",   94.6,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 36480,"", 38120,"", 34920,"", 36480,"", 38120,"", 34920,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 74525,"", 36840,"", 37685,"",   78.8,"",   81.3,"",   76.5,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 36560,"", 39920,"", 33280,"", 36560,"", 39920,"", 33280,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 61405,"", 31365,"", 30040,"",   64.9,"",   69.2,"",   61.0,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 38400,"", 41240,"", 35480,"", 38400,"", 41240,"", 35480,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",, 83855,"", 39785,"", 44070,"",   88.6,"",   87.8,"",   89.5,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",, 11800,"", 10410,"", 13060,"", 11800,"", 10410,"", 13060,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",,  9770,"",  4455,"",  5320,"",   10.3,"",    9.8,"",   10.8,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6190,"",  5915,"",  6420,"",  6190,"",  5915,"",  6420,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 33135,"", 16790,"", 16345,"",   35.0,"",   37.0,"",   33.2,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",, 10160,"", 10300,"", 10020,"", 10160,"", 10300,"", 10020,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12, 94590,"", 45340,"", 49255,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 25785,"", 13995,"", 11785,"",   27.3,"",   30.9,"",   23.9,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 55600,"", 57200,"", 54400,"", 55600,"", 57200,"", 54400,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15, 61600,"", 63900,"", 58800,"", 61600,"", 63900,"", 58800,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 24785,"", 12080,"", 12705,"",   26.2,"",   26.6,"",   25.8,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 17000,"", 17400,"", 16400,"", 17000,"", 17400,"", 16400,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 23680,"", 24940,"", 22480,"", 23680,"", 24940,"", 22480,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   73.4,"",   78.0,"",   68.6,"",   73.4,"",   78.0,"",   68.6,"",
"Income of individuals in 2020","    Employment income (%)",19,   63.5,"",   68.6,"",   58.3,"",   63.5,"",   68.6,"",   58.3,"",
"Income of individuals in 2020","  Government transfers (%)",20,   26.7,"",   22.0,"",   31.5,"",   26.7,"",   22.0,"",   31.5,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    1.6,"",    1.4,"",    1.9,"",    1.6,"",    1.4,"",    1.9,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,   10.1,"",    9.8,"",   10.3,"",   10.1,"",    9.8,"",   10.3,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    9.1,"",    9.2,"",    9.0,"",    9.1,"",    9.2,"",    9.0,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21, 94735,"", 45465,"", 49265,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  5350,"",  2695,"",  2655,"",    5.6,"",    5.9,"",    5.4,"",
"Income of individuals in 2020","  With total income",, 89380,"", 42770,"", 46615,"",   94.3,"",   94.1,"",   94.6,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  8820,"",  3970,"",  4855,"",    9.9,"",    9.3,"",   10.4,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 12615,"",  5760,"",  6860,"",   14.1,"",   13.5,"",   14.7,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 17580,"",  8025,"",  9560,"",   19.7,"",   18.8,"",   20.5,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 13605,"",  6300,"",  7310,"",   15.2,"",   14.7,"",   15.7,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 10225,"",  4825,"",  5405,"",   11.4,"",   11.3,"",   11.6,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7865,"",  3640,"",  4230,"",    8.8,"",    8.5,"",    9.1,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5575,"",  2725,"",  2855,"",    6.2,"",    6.4,"",    6.1,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  3795,"",  2010,"",  1785,"",    4.2,"",    4.7,"",    3.8,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2830,"",  1665,"",  1170,"",    3.2,"",    3.9,"",    2.5,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  1960,"",  1150,"",   815,"",    2.2,"",    2.7,"",    1.7,"",
"Income of individuals in 2020","    $100,000 and over",,  4490,"",  2710,"",  1775,"",    5.0,"",    6.3,"",    3.8,"",
"Income of individuals in 2020","      $100,000 to $149,999",,  3645,"",  2160,"",  1485,"",    4.1,"",    5.1,"",    3.2,"",
"Income of individuals in 2020","      $150,000 and over",,   845,"",   555,"",   295,"",    0.9,"",    1.3,"",    0.6,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22, 94735,"", 45465,"", 49265,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  5325,"",  2685,"",  2645,"",    5.6,"",    5.9,"",    5.4,"",
"Income of individuals in 2020","  With after-tax income",, 89410,"", 42785,"", 46620,"",   94.4,"",   94.1,"",   94.6,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  9000,"",  4045,"",  4950,"",   10.1,"",    9.5,"",   10.6,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 13060,"",  5995,"",  7060,"",   14.6,"",   14.0,"",   15.1,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 19780,"",  9095,"", 10685,"",   22.1,"",   21.3,"",   22.9,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 15230,"",  7170,"",  8055,"",   17.0,"",   16.8,"",   17.3,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 11550,"",  5460,"",  6090,"",   12.9,"",   12.8,"",   13.1,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7755,"",  3715,"",  4040,"",    8.7,"",    8.7,"",    8.7,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5085,"",  2655,"",  2435,"",    5.7,"",    6.2,"",    5.2,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  3070,"",  1785,"",  1285,"",    3.4,"",    4.2,"",    2.8,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2160,"",  1175,"",   990,"",    2.4,"",    2.7,"",    2.1,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  1085,"",   640,"",   445,"",    1.2,"",    1.5,"",    1.0,"",
"Income of individuals in 2020","    $100,000 and over",,  1635,"",  1055,"",   585,"",    1.8,"",    2.5,"",    1.3,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  1050,"",   665,"",   385,"",    1.2,"",    1.6,"",    0.8,"",
"Income of individuals in 2020","      $125,000 and over",,   585,"",   390,"",   195,"",    0.7,"",    0.9,"",    0.4,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19, 94735,"", 45465,"", 49265,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 33230,"", 13970,"", 19255,"",   35.1,"",   30.7,"",   39.1,"",
"Income of individuals in 2020","  With employment income",, 61505,"", 31495,"", 30005,"",   64.9,"",   69.3,"",   60.9,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",,  9580,"",  4610,"",  4970,"",   15.6,"",   14.6,"",   16.6,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  6470,"",  3000,"",  3465,"",   10.5,"",    9.5,"",   11.5,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  7955,"",  3905,"",  4050,"",   12.9,"",   12.4,"",   13.5,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  6140,"",  3040,"",  3095,"",   10.0,"",    9.7,"",   10.3,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  6295,"",  3260,"",  3035,"",   10.2,"",   10.4,"",   10.1,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  5925,"",  2915,"",  3010,"",    9.6,"",    9.3,"",   10.0,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  5170,"",  2590,"",  2575,"",    8.4,"",    8.2,"",    8.6,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  3800,"",  2030,"",  1770,"",    6.2,"",    6.4,"",    5.9,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  2815,"",  1580,"",  1235,"",    4.6,"",    5.0,"",    4.1,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2230,"",  1415,"",   820,"",    3.6,"",    4.5,"",    2.7,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  1680,"",   955,"",   725,"",    2.7,"",    3.0,"",    2.4,"",
"Income of individuals in 2020","    $100,000 and over",,  3450,"",  2195,"",  1255,"",    5.6,"",    7.0,"",    4.2,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  2160,"",  1315,"",   845,"",    3.5,"",    4.2,"",    2.8,"",
"Income of individuals in 2020","      $125,000 and over",,  1290,"",   880,"",   410,"",    2.1,"",    2.8,"",    1.4,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23, 94730,"", 45470,"", 49270,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",, 87005,"", 41515,"", 45485,"",   91.8,"",   91.3,"",   92.3,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 30600,"", 32800,"", 29000,"", 30600,"", 32800,"", 29000,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",, 87010,"", 41520,"", 45495,"",   91.9,"",   91.3,"",   92.3,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 28800,"", 30600,"", 27400,"", 28800,"", 30600,"", 27400,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",, 73000,"", 36135,"", 36865,"",   77.1,"",   79.5,"",   74.8,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 30400,"", 33600,"", 27600,"", 30400,"", 33600,"", 27600,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 61315,"", 31350,"", 29965,"",   64.7,"",   68.9,"",   60.8,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 33200,"", 35600,"", 30800,"", 33200,"", 35600,"", 30800,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",, 78825,"", 37055,"", 41775,"",   83.2,"",   81.5,"",   84.8,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  2140,"",  1080,"",  5120,"",  2140,"",  1080,"",  5120,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  4970,"",  1980,"",  2990,"",    5.2,"",    4.4,"",    6.1,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  5680,"",  5600,"",  5800,"",  5680,"",  5600,"",  5800,"",
