"Census Profile, 2021 Census of Population"
,,,"Willowdale [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 55050,"", 62250,"", 48680,"", 55050,"", 62250,"", 48680,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 97685,"", 45680,"", 52005,"",   94.2,"",   93.9,"",   94.5,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 44920,"", 49360,"", 41040,"", 44920,"", 49360,"", 41040,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 85805,"", 40505,"", 45295,"",   82.7,"",   83.2,"",   82.3,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 53100,"", 61750,"", 45360,"", 53100,"", 61750,"", 45360,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 68285,"", 33325,"", 34960,"",   65.9,"",   68.5,"",   63.5,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 54150,"", 62400,"", 46240,"", 54150,"", 62400,"", 46240,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",, 88850,"", 41100,"", 47760,"",   85.7,"",   84.4,"",   86.8,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",,  9200,"",  8330,"",  9940,"",  9200,"",  8330,"",  9940,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",,  6630,"",  2625,"",  4005,"",    6.4,"",    5.4,"",    7.3,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6500,"",  5590,"",  7090,"",  6500,"",  5590,"",  7090,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 30615,"", 14680,"", 15935,"",   29.5,"",   30.2,"",   29.0,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",, 10330,"", 10270,"", 10390,"", 10330,"", 10270,"", 10390,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12,103695,"", 48665,"", 55025,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 32280,"", 16830,"", 15445,"",   31.1,"",   34.6,"",   28.1,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 71500,"", 77000,"", 66000,"", 71500,"", 77000,"", 66000,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15, 86600,"", 96200,"", 76200,"", 86600,"", 96200,"", 76200,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 25690,"", 11630,"", 14060,"",   24.8,"",   23.9,"",   25.6,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 15400,"", 16600,"", 14600,"", 15400,"", 16600,"", 14600,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 27840,"", 31680,"", 24660,"", 27840,"", 31680,"", 24660,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   84.8,"",   88.0,"",   81.2,"",   84.8,"",   88.0,"",   81.2,"",
"Income of individuals in 2020","    Employment income (%)",19,   68.8,"",   73.2,"",   63.9,"",   68.8,"",   73.2,"",   63.9,"",
"Income of individuals in 2020","  Government transfers (%)",20,   15.2,"",   12.0,"",   18.8,"",   15.2,"",   12.0,"",   18.8,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    0.8,"",    0.5,"",    1.1,"",    0.8,"",    0.5,"",    1.1,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    6.5,"",    5.7,"",    7.3,"",    6.5,"",    5.7,"",    7.3,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    5.9,"",    5.3,"",    6.5,"",    5.9,"",    5.3,"",    6.5,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21,103605,"", 48670,"", 54935,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  5950,"",  2915,"",  3035,"",    5.7,"",    6.0,"",    5.5,"",
"Income of individuals in 2020","  With total income",, 97655,"", 45760,"", 51900,"",   94.3,"",   94.0,"",   94.5,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",, 12695,"",  5650,"",  7045,"",   13.0,"",   12.3,"",   13.6,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 12530,"",  5580,"",  6950,"",   12.8,"",   12.2,"",   13.4,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 15725,"",  6870,"",  8850,"",   16.1,"",   15.0,"",   17.1,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 10830,"",  4705,"",  6125,"",   11.1,"",   10.3,"",   11.8,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  8540,"",  3665,"",  4870,"",    8.7,"",    8.0,"",    9.4,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  6835,"",  3030,"",  3800,"",    7.0,"",    6.6,"",    7.3,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5570,"",  2590,"",  2980,"",    5.7,"",    5.7,"",    5.7,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4445,"",  2095,"",  2355,"",    4.6,"",    4.6,"",    4.5,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  4100,"",  2150,"",  1955,"",    4.2,"",    4.7,"",    3.8,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  3275,"",  1625,"",  1645,"",    3.4,"",    3.6,"",    3.2,"",
"Income of individuals in 2020","    $100,000 and over",, 13125,"",  7800,"",  5325,"",   13.4,"",   17.0,"",   10.3,"",
"Income of individuals in 2020","      $100,000 to $149,999",,  8295,"",  4655,"",  3640,"",    8.5,"",   10.2,"",    7.0,"",
"Income of individuals in 2020","      $150,000 and over",,  4830,"",  3145,"",  1685,"",    4.9,"",    6.9,"",    3.2,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22,103605,"", 48670,"", 54935,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  5910,"",  2895,"",  3015,"",    5.7,"",    5.9,"",    5.5,"",
"Income of individuals in 2020","  With after-tax income",, 97695,"", 45780,"", 51920,"",   94.3,"",   94.1,"",   94.5,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",, 13090,"",  5825,"",  7260,"",   13.4,"",   12.7,"",   14.0,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 13110,"",  5885,"",  7230,"",   13.4,"",   12.9,"",   13.9,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 17145,"",  7460,"",  9680,"",   17.5,"",   16.3,"",   18.6,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 12430,"",  5435,"",  6995,"",   12.7,"",   11.9,"",   13.5,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  9745,"",  4275,"",  5470,"",   10.0,"",    9.3,"",   10.5,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7625,"",  3560,"",  4060,"",    7.8,"",    7.8,"",    7.8,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  6095,"",  2910,"",  3185,"",    6.2,"",    6.4,"",    6.1,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4760,"",  2455,"",  2305,"",    4.9,"",    5.4,"",    4.4,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3920,"",  2020,"",  1900,"",    4.0,"",    4.4,"",    3.7,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2585,"",  1435,"",  1150,"",    2.6,"",    3.1,"",    2.2,"",
"Income of individuals in 2020","    $100,000 and over",,  7205,"",  4520,"",  2685,"",    7.4,"",    9.9,"",    5.2,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  3455,"",  2045,"",  1415,"",    3.5,"",    4.5,"",    2.7,"",
"Income of individuals in 2020","      $125,000 and over",,  3750,"",  2480,"",  1275,"",    3.8,"",    5.4,"",    2.5,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19,103605,"", 48670,"", 54935,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 35440,"", 15055,"", 20385,"",   34.2,"",   30.9,"",   37.1,"",
"Income of individuals in 2020","  With employment income",, 68165,"", 33620,"", 34550,"",   65.8,"",   69.1,"",   62.9,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",, 10210,"",  4635,"",  5575,"",   15.0,"",   13.8,"",   16.1,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  7000,"",  3140,"",  3860,"",   10.3,"",    9.3,"",   11.2,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  7630,"",  3470,"",  4165,"",   11.2,"",   10.3,"",   12.1,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  5175,"",  2410,"",  2760,"",    7.6,"",    7.2,"",    8.0,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  5225,"",  2455,"",  2775,"",    7.7,"",    7.3,"",    8.0,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  4910,"",  2270,"",  2640,"",    7.2,"",    6.8,"",    7.6,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  4580,"",  2130,"",  2450,"",    6.7,"",    6.3,"",    7.1,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  3880,"",  1930,"",  1945,"",    5.7,"",    5.7,"",    5.6,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  3435,"",  1655,"",  1780,"",    5.0,"",    4.9,"",    5.2,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3260,"",  1810,"",  1455,"",    4.8,"",    5.4,"",    4.2,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2650,"",  1350,"",  1300,"",    3.9,"",    4.0,"",    3.8,"",
"Income of individuals in 2020","    $100,000 and over",, 10215,"",  6360,"",  3850,"",   15.0,"",   18.9,"",   11.1,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  4500,"",  2570,"",  1925,"",    6.6,"",    7.6,"",    5.6,"",
"Income of individuals in 2020","      $125,000 and over",,  5715,"",  3790,"",  1920,"",    8.4,"",   11.3,"",    5.6,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23,103610,"", 48675,"", 54935,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",, 94700,"", 44260,"", 50445,"",   91.4,"",   90.9,"",   91.8,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 33200,"", 36800,"", 30600,"", 33200,"", 36800,"", 30600,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",, 94720,"", 44270,"", 50455,"",   91.4,"",   91.0,"",   91.8,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 31000,"", 34000,"", 29000,"", 31000,"", 34000,"", 29000,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",, 83565,"", 39685,"", 43880,"",   80.7,"",   81.5,"",   79.9,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 35200,"", 39600,"", 31400,"", 35200,"", 39600,"", 31400,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 66705,"", 32780,"", 33925,"",   64.4,"",   67.3,"",   61.8,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 37600,"", 42000,"", 34400,"", 37600,"", 42000,"", 34400,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",, 83470,"", 38715,"", 44760,"",   80.6,"",   79.5,"",   81.5,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  1000,"",   820,"",  1390,"",  1000,"",   820,"",  1390,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  3330,"",  1200,"",  2135,"",    3.2,"",    2.5,"",    3.9,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  6040,"",  5640,"",  6280,"",  6040,"",  5640,"",  6280,"",
