"Census Profile, 2021 Census of Population"
,,,"Toronto--St. Paul's [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 96000,"",122400,"", 73800,"", 96000,"",122400,"", 73800,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 97110,"", 44400,"", 52710,"",   96.5,"",   96.3,"",   96.6,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 69600,"", 84600,"", 57000,"", 69600,"", 84600,"", 57000,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 88950,"", 40930,"", 48020,"",   88.4,"",   88.8,"",   88.0,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 95800,"",124700,"", 71200,"", 95800,"",124700,"", 71200,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 72800,"", 34790,"", 38015,"",   72.3,"",   75.5,"",   69.7,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 87900,"",112000,"", 65800,"", 87900,"",112000,"", 65800,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",, 86610,"", 39145,"", 47460,"",   86.1,"",   84.9,"",   87.0,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",,  9180,"",  8470,"",  9770,"",  9180,"",  8470,"",  9770,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",,  8105,"",  3420,"",  4685,"",    8.1,"",    7.4,"",    8.6,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6720,"",  5835,"",  7360,"",  6720,"",  5835,"",  7360,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 26525,"", 12425,"", 14100,"",   26.4,"",   27.0,"",   25.9,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",,  9840,"",  9880,"",  9810,"",  9840,"",  9880,"",  9810,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12,100640,"", 46100,"", 54540,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 37405,"", 19080,"", 18330,"",   37.2,"",   41.4,"",   33.6,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 76500,"", 85000,"", 70500,"", 76500,"", 85000,"", 70500,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15,128800,"",155000,"",101400,"",128800,"",155000,"",101400,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 26350,"", 11580,"", 14770,"",   26.2,"",   25.1,"",   27.1,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 19800,"", 21200,"", 18800,"", 19800,"", 21200,"", 18800,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 47960,"", 66800,"", 33160,"", 47960,"", 66800,"", 33160,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   91.4,"",   93.8,"",   88.0,"",   91.4,"",   93.8,"",   88.0,"",
"Income of individuals in 2020","    Employment income (%)",19,   68.6,"",   71.6,"",   64.4,"",   68.6,"",   71.6,"",   64.4,"",
"Income of individuals in 2020","  Government transfers (%)",20,    8.5,"",    6.1,"",   11.9,"",    8.5,"",    6.1,"",   11.9,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    0.6,"",    0.4,"",    0.9,"",    0.6,"",    0.4,"",    0.9,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    3.1,"",    2.4,"",    4.0,"",    3.1,"",    2.4,"",    4.0,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    2.8,"",    2.3,"",    3.6,"",    2.8,"",    2.3,"",    3.6,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21,100870,"", 46225,"", 54650,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  3690,"",  1810,"",  1885,"",    3.7,"",    3.9,"",    3.4,"",
"Income of individuals in 2020","  With total income",, 97185,"", 44420,"", 52765,"",   96.3,"",   96.1,"",   96.6,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  7750,"",  3365,"",  4385,"",    8.0,"",    7.6,"",    8.3,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  8720,"",  3875,"",  4845,"",    9.0,"",    8.7,"",    9.2,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 13115,"",  5480,"",  7635,"",   13.5,"",   12.3,"",   14.5,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  9940,"",  4130,"",  5810,"",   10.2,"",    9.3,"",   11.0,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  8750,"",  3710,"",  5035,"",    9.0,"",    8.4,"",    9.5,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7410,"",  3060,"",  4345,"",    7.6,"",    6.9,"",    8.2,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  6455,"",  2750,"",  3710,"",    6.6,"",    6.2,"",    7.0,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  5530,"",  2380,"",  3155,"",    5.7,"",    5.4,"",    6.0,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  4740,"",  2260,"",  2475,"",    4.9,"",    5.1,"",    4.7,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  3825,"",  1780,"",  2040,"",    3.9,"",    4.0,"",    3.9,"",
"Income of individuals in 2020","    $100,000 and over",, 20960,"", 11625,"",  9330,"",   21.6,"",   26.2,"",   17.7,"",
"Income of individuals in 2020","      $100,000 to $149,999",,  9765,"",  4850,"",  4915,"",   10.0,"",   10.9,"",    9.3,"",
"Income of individuals in 2020","      $150,000 and over",, 11190,"",  6775,"",  4420,"",   11.5,"",   15.3,"",    8.4,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22,100870,"", 46225,"", 54650,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  3615,"",  1775,"",  1840,"",    3.6,"",    3.8,"",    3.4,"",
"Income of individuals in 2020","  With after-tax income",, 97255,"", 44450,"", 52810,"",   96.4,"",   96.2,"",   96.6,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  8320,"",  3595,"",  4730,"",    8.6,"",    8.1,"",    9.0,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  9095,"",  4055,"",  5040,"",    9.4,"",    9.1,"",    9.5,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 14810,"",  6250,"",  8560,"",   15.2,"",   14.1,"",   16.2,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 11735,"",  4955,"",  6780,"",   12.1,"",   11.1,"",   12.8,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 10365,"",  4340,"",  6020,"",   10.7,"",    9.8,"",   11.4,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  8745,"",  3670,"",  5075,"",    9.0,"",    8.3,"",    9.6,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  7240,"",  3210,"",  4025,"",    7.4,"",    7.2,"",    7.6,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  5415,"",  2595,"",  2825,"",    5.6,"",    5.8,"",    5.3,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  4410,"",  2050,"",  2360,"",    4.5,"",    4.6,"",    4.5,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  3080,"",  1520,"",  1555,"",    3.2,"",    3.4,"",    2.9,"",
"Income of individuals in 2020","    $100,000 and over",, 14045,"",  8205,"",  5845,"",   14.4,"",   18.5,"",   11.1,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  4505,"",  2330,"",  2175,"",    4.6,"",    5.2,"",    4.1,"",
"Income of individuals in 2020","      $125,000 and over",,  9535,"",  5875,"",  3665,"",    9.8,"",   13.2,"",    6.9,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19,100870,"", 46225,"", 54650,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 27965,"", 11455,"", 16505,"",   27.7,"",   24.8,"",   30.2,"",
"Income of individuals in 2020","  With employment income",, 72910,"", 34770,"", 38145,"",   72.3,"",   75.2,"",   69.8,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",,  9440,"",  4215,"",  5225,"",   12.9,"",   12.1,"",   13.7,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  5215,"",  2220,"",  2995,"",    7.2,"",    6.4,"",    7.9,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  6930,"",  3070,"",  3860,"",    9.5,"",    8.8,"",   10.1,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  5280,"",  2280,"",  3005,"",    7.2,"",    6.6,"",    7.9,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  5155,"",  2300,"",  2855,"",    7.1,"",    6.6,"",    7.5,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  5265,"",  2280,"",  2985,"",    7.2,"",    6.6,"",    7.8,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  5190,"",  2300,"",  2895,"",    7.1,"",    6.6,"",    7.6,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  4705,"",  2125,"",  2580,"",    6.5,"",    6.1,"",    6.8,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4015,"",  1825,"",  2185,"",    5.5,"",    5.2,"",    5.7,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3510,"",  1790,"",  1720,"",    4.8,"",    5.1,"",    4.5,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  3035,"",  1480,"",  1555,"",    4.2,"",    4.3,"",    4.1,"",
"Income of individuals in 2020","    $100,000 and over",, 15160,"",  8885,"",  6275,"",   20.8,"",   25.6,"",   16.5,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  4895,"",  2495,"",  2395,"",    6.7,"",    7.2,"",    6.3,"",
"Income of individuals in 2020","      $125,000 and over",, 10270,"",  6385,"",  3885,"",   14.1,"",   18.4,"",   10.2,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23,100875,"", 46225,"", 54650,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",, 94820,"", 43180,"", 51640,"",   94.0,"",   93.4,"",   94.5,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 47600,"", 52000,"", 44400,"", 47600,"", 52000,"", 44400,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",, 94840,"", 43190,"", 51650,"",   94.0,"",   93.4,"",   94.5,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 42000,"", 45200,"", 39600,"", 42000,"", 45200,"", 39600,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",, 87170,"", 40050,"", 47120,"",   86.4,"",   86.6,"",   86.2,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 48400,"", 54000,"", 44000,"", 48400,"", 54000,"", 44000,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 72230,"", 34300,"", 37925,"",   71.6,"",   74.2,"",   69.4,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 46800,"", 52000,"", 42800,"", 46800,"", 52000,"", 42800,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",, 81175,"", 36705,"", 44465,"",   80.5,"",   79.4,"",   81.4,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,   960,"",   715,"",  1370,"",   960,"",   715,"",  1370,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  3865,"",  1430,"",  2440,"",    3.8,"",    3.1,"",    4.5,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  6400,"",  5840,"",  6950,"",  6400,"",  5840,"",  6950,"",
