"Census Profile, 2021 Census of Population"
"Marital status","    Married",, 38680,"", 19540,"", 19135,"",   39.3,"",   42.1,"",   36.8,"",
"Marital status","    Living common-law",,  7005,"",  3510,"",  3495,"",    7.1,"",    7.6,"",    6.7,"",
"Marital status","      Living common law - Never married",,  5320,"",  2625,"",  2700,"",    5.4,"",    5.7,"",    5.2,"",
"Marital status","      Living common law - Separated",,   335,"",   180,"",   150,"",    0.3,"",    0.4,"",    0.3,"",
"Marital status","      Living common law - Divorced",,  1220,"",   650,"",   565,"",    1.2,"",    1.4,"",    1.1,"",
"Marital status","      Living common law - Widowed",,   130,"",    55,"",    75,"",    0.1,"",    0.1,"",    0.1,"",
"Marital status","  Not married and not living common-law",, 52715,"", 23385,"", 29330,"",   53.6,"",   50.4,"",   56.5,"",
"Marital status","    Not married and not living common law - Never married",, 35435,"", 17935,"", 17505,"",   36.0,"",   38.6,"",   33.7,"",
"Marital status","    Not married and not living common law - Separated",,  3950,"",  1545,"",  2405,"",    4.0,"",    3.3,"",    4.6,"",
"Marital status","    Not married and not living common law - Divorced",,  7610,"",  2865,"",  4745,"",    7.7,"",    6.2,"",    9.1,"",
"Marital status","    Not married and not living common law - Widowed",,  5725,"",  1045,"",  4680,"",    5.8,"",    2.3,"",    9.0,"",
"Family characteristics","Total - Census families in private households by family size - 100% data",5, 31465,"",,"...",,"...",  100.0,"",,"...",,"...",
"Family characteristics","  2 persons",, 14415,"",,"...",,"...",   45.8,"",,"...",,"...",
"Family characteristics","  3 persons",,  8295,"",,"...",,"...",   26.4,"",,"...",,"...",
"Family characteristics","  4 persons",,  6140,"",,"...",,"...",   19.5,"",,"...",,"...",
"Family characteristics","  5 or more persons",,  2625,"",,"...",,"...",    8.3,"",,"...",,"...",
"Family characteristics","Average size of census families",,    2.9,"",,"...",,"...",    2.9,"",,"...",,"...",
"Family characteristics","Average number of children in census families with children",6,    1.7,"",,"...",,"...",    1.7,"",,"...",,"...",
"Family characteristics","Total number of census families in private households - 100% data",, 31470,"",,"...",,"...",  100.0,"",,"...",,"...",
"Family characteristics","  Total couple families",, 21685,"",,"...",,"...",   68.9,"",,"...",,"...",
"Family characteristics","    Married couples",, 18185,"",,"...",,"...",   57.8,"",,"...",,"...",
"Family characteristics","      With children",6, 11445,"",,"...",,"...",   36.4,"",,"...",,"...",
"Family characteristics","      Without children",,  6745,"",,"...",,"...",   21.4,"",,"...",,"...",
"Family characteristics","    Common-law couples",,  3500,"",,"...",,"...",   11.1,"",,"...",,"...",
"Family characteristics","      With children",6,  1615,"",,"...",,"...",    5.1,"",,"...",,"...",
"Family characteristics","      Without children",,  1885,"",,"...",,"...",    6.0,"",,"...",,"...",
"Family characteristics","  Total one-parent families",,  9780,"",,"...",,"...",   31.1,"",,"...",,"...",
"Family characteristics","    in which the parent is a woman+",,  8350,"",,"...",,"...",   26.5,"",,"...",,"...",
"Family characteristics","    in which the parent is a man+",,  1430,"",,"...",,"...",    4.5,"",,"...",,"...",
"Family characteristics","Total - Persons in private households - 100% data",,115540,"", 55300,"", 60240,"",  100.0,"",  100.0,"",  100.0,"",
"Family characteristics","  Total - Persons in census families",, 92460,"", 43995,"", 48465,"",   80.0,"",   79.6,"",   80.5,"",
"Family characteristics","    Married spouses or common-law partners",, 43380,"", 21705,"", 21670,"",   37.5,"",   39.2,"",   36.0,"",
"Family characteristics","    Parents in one-parent families",,  9780,"",  1435,"",  8350,"",    8.5,"",    2.6,"",   13.9,"",
"Family characteristics","    Children",6, 39300,"", 20855,"", 18445,"",   34.0,"",   37.7,"",   30.6,"",
"Family characteristics","      In a two-parent family",, 23545,"", 12615,"", 10930,"",   20.4,"",   22.8,"",   18.1,"",
"Family characteristics","      In a one-parent family",, 15755,"",  8240,"",  7515,"",   13.6,"",   14.9,"",   12.5,"",
"Family characteristics","  Total - Persons not in census families in private households - 100% data",, 23085,"", 11305,"", 11775,"",   20.0,"",   20.4,"",   19.5,"",
"Family characteristics","    Living alone",, 12870,"",  5940,"",  6935,"",   11.1,"",   10.7,"",   11.5,"",
"Family characteristics","    Living with other relatives",7,  4620,"",  1915,"",  2705,"",    4.0,"",    3.5,"",    4.5,"",
"Family characteristics","    Living with non-relatives only",,  5590,"",  3455,"",  2135,"",    4.8,"",    6.2,"",    3.5,"",
"Household type","Total - Household type - 100% data",, 45050,"",,"...",,"...",  100.0,"",,"...",,"...",
"Household type","  One-census-family households without additional persons",, 24910,"",,"...",,"...",   55.3,"",,"...",,"...",
"Household type","    Couple-family households",, 17635,"",,"...",,"...",   39.1,"",,"...",,"...",
"Household type","      With children",6, 10850,"",,"...",,"...",   24.1,"",,"...",,"...",
"Household type","      Without children",,  6785,"",,"...",,"...",   15.1,"",,"...",,"...",
"Household type","    One-parent-family households",,  7280,"",,"...",,"...",   16.2,"",,"...",,"...",
"Household type","  Multigenerational households",8,  2145,"",,"...",,"...",    4.8,"",,"...",,"...",
"Household type","  Multiple-census-family households",9,   520,"",,"...",,"...",    1.2,"",,"...",,"...",
"Household type","  One-census-family households with additional persons",9,  2165,"",,"...",,"...",    4.8,"",,"...",,"...",
"Household type","  Two-or-more-person non-census-family households ",,  2440,"",,"...",,"...",    5.4,"",,"...",,"...",
"Household type","  One-person households",, 12870,"",,"...",,"...",   28.6,"",,"...",,"...",
"Income of individuals in 2020","Total - Income statistics in 2020 for the population aged 15 years and over in private households - 100% data",10, 97195,"", 45955,"", 51240,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of total income recipients aged 15 years and over in private households in 2020 - 100% data",, 92115,"", 43425,"", 48690,"",   94.8,"",   94.5,"",   95.0,"",
"Income of individuals in 2020","    Median total income in 2020 among recipients ($)",, 34400,"", 36800,"", 32800,"", 34400,"", 36800,"", 32800,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 100% data",, 92140,"", 43440,"", 48705,"",   94.8,"",   94.5,"",   95.1,"",
"Income of individuals in 2020","    Median after-tax income in 2020 among recipients ($)",, 32000,"", 33600,"", 30800,"", 32000,"", 33600,"", 30800,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 100% data",, 75705,"", 36870,"", 38835,"",   77.9,"",   80.2,"",   75.8,"",
"Income of individuals in 2020","    Median market income in 2020 among recipients ($)",, 28000,"", 33200,"", 23800,"", 28000,"", 33200,"", 23800,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 100% data",, 63285,"", 31635,"", 31650,"",   65.1,"",   68.8,"",   61.8,"",
"Income of individuals in 2020","    Median employment income in 2020 among recipients ($)",, 32400,"", 37200,"", 28200,"", 32400,"", 37200,"", 28200,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 100% data",, 86335,"", 40265,"", 46070,"",   88.8,"",   87.6,"",   89.9,"",
"Income of individuals in 2020","    Median government transfers in 2020 among recipients ($)",, 11200,"",  9000,"", 13000,"", 11200,"",  9000,"", 13000,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 100% data",, 11450,"",  4975,"",  6475,"",   11.8,"",   10.8,"",   12.6,"",
"Income of individuals in 2020","    Median employment insurance benefits in 2020 among recipients ($)",,  5680,"",  5720,"",  5640,"",  5680,"",  5720,"",  5640,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 100% data",, 35010,"", 16930,"", 18075,"",   36.0,"",   36.8,"",   35.3,"",
"Income of individuals in 2020","    Median COVID-19 emergency and recovery benefits in 2020 among recipients ($)",, 10000,"",  9500,"", 10000,"", 10000,"",  9500,"", 10000,"",
"Income of individuals in 2020","Total - Income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",11, 97205,"", 45980,"", 51220,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of total income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 92150,"", 43430,"", 48720,"",   94.8,"",   94.5,"",   95.1,"",
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 43360,"", 46800,"", 40320,"", 43360,"", 46800,"", 40320,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 92200,"", 43455,"", 48745,"",   94.9,"",   94.5,"",   95.2,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 37680,"", 39840,"", 35800,"", 37680,"", 39840,"", 35800,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 75640,"", 36850,"", 38790,"",   77.8,"",   80.1,"",   75.7,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 38600,"", 43280,"", 34120,"", 38600,"", 43280,"", 34120,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 63320,"", 31740,"", 31580,"",   65.1,"",   69.0,"",   61.7,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 40560,"", 44920,"", 36160,"", 40560,"", 44920,"", 36160,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",, 86385,"", 40270,"", 46115,"",   88.9,"",   87.6,"",   90.0,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",, 12470,"", 10850,"", 13880,"", 12470,"", 10850,"", 13880,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 11600,"",  5125,"",  6475,"",   11.9,"",   11.1,"",   12.6,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6510,"",  6400,"",  6600,"",  6510,"",  6400,"",  6600,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 35160,"", 16955,"", 18200,"",   36.2,"",   36.9,"",   35.5,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",,  9880,"",  9840,"",  9920,"",  9880,"",  9840,"",  9920,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12, 97200,"", 45980,"", 51225,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 26320,"", 14210,"", 12110,"",   27.1,"",   30.9,"",   23.6,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 56000,"", 59600,"", 52800,"", 56000,"", 59600,"", 52800,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15, 63800,"", 67200,"", 59800,"", 63800,"", 67200,"", 59800,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 26085,"", 12245,"", 13840,"",   26.8,"",   26.6,"",   27.0,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 18000,"", 21000,"", 16400,"", 18000,"", 21000,"", 16400,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 26000,"", 29520,"", 22920,"", 26000,"", 29520,"", 22920,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   73.0,"",   78.4,"",   67.4,"",   73.0,"",   78.4,"",   67.4,"",
"Income of individuals in 2020","    Employment income (%)",19,   64.2,"",   70.2,"",   58.2,"",   64.2,"",   70.2,"",   58.2,"",
"Income of individuals in 2020","  Government transfers (%)",20,   27.0,"",   21.5,"",   32.6,"",   27.0,"",   21.5,"",   32.6,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    1.9,"",    1.6,"",    2.2,"",    1.9,"",    1.6,"",    2.2,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    9.7,"",    8.8,"",   10.6,"",    9.7,"",    8.8,"",   10.6,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    8.7,"",    8.2,"",    9.2,"",    8.7,"",    8.2,"",    9.2,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21, 97190,"", 45955,"", 51235,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  5080,"",  2535,"",  2545,"",    5.2,"",    5.5,"",    5.0,"",
"Income of individuals in 2020","  With total income",, 92115,"", 43425,"", 48690,"",   94.8,"",   94.5,"",   95.0,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  7985,"",  3600,"",  4390,"",    8.7,"",    8.3,"",    9.0,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 12695,"",  5805,"",  6895,"",   13.8,"",   13.4,"",   14.2,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 18815,"",  8230,"", 10590,"",   20.4,"",   19.0,"",   21.7,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 13525,"",  5835,"",  7690,"",   14.7,"",   13.4,"",   15.8,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 10685,"",  4715,"",  5965,"",   11.6,"",   10.9,"",   12.3,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  8060,"",  3745,"",  4320,"",    8.7,"",    8.6,"",    8.9,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5660,"",  2870,"",  2790,"",    6.1,"",    6.6,"",    5.7,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4025,"",  2130,"",  1895,"",    4.4,"",    4.9,"",    3.9,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3030,"",  1805,"",  1225,"",    3.3,"",    4.2,"",    2.5,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2175,"",  1315,"",   860,"",    2.4,"",    3.0,"",    1.8,"",
"Income of individuals in 2020","    $100,000 and over",,  5455,"",  3375,"",  2080,"",    5.9,"",    7.8,"",    4.3,"",
"Income of individuals in 2020","      $100,000 to $149,999",,  4315,"",  2620,"",  1700,"",    4.7,"",    6.0,"",    3.5,"",
"Income of individuals in 2020","      $150,000 and over",,  1140,"",   755,"",   385,"",    1.2,"",    1.7,"",    0.8,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22, 97190,"", 45955,"", 51235,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  5050,"",  2515,"",  2535,"",    5.2,"",    5.5,"",    4.9,"",
"Income of individuals in 2020","  With after-tax income",, 92145,"", 43440,"", 48705,"",   94.8,"",   94.5,"",   95.1,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  8150,"",  3670,"",  4475,"",    8.8,"",    8.4,"",    9.2,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 13230,"",  6100,"",  7125,"",   14.4,"",   14.0,"",   14.6,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 21005,"",  9145,"", 11855,"",   22.8,"",   21.1,"",   24.3,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 15420,"",  6915,"",  8510,"",   16.7,"",   15.9,"",   17.5,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 11845,"",  5410,"",  6430,"",   12.9,"",   12.5,"",   13.2,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  8010,"",  3915,"",  4095,"",    8.7,"",    9.0,"",    8.4,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5285,"",  2850,"",  2440,"",    5.7,"",    6.6,"",    5.0,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  3410,"",  1995,"",  1420,"",    3.7,"",    4.6,"",    2.9,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2455,"",  1365,"",  1095,"",    2.7,"",    3.1,"",    2.2,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  1270,"",   775,"",   495,"",    1.4,"",    1.8,"",    1.0,"",
"Income of individuals in 2020","    $100,000 and over",,  2065,"",  1310,"",   755,"",    2.2,"",    3.0,"",    1.6,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  1260,"",   780,"",   485,"",    1.4,"",    1.8,"",    1.0,"",
"Income of individuals in 2020","      $125,000 and over",,   805,"",   535,"",   275,"",    0.9,"",    1.2,"",    0.6,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19, 97190,"", 45955,"", 51235,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 33905,"", 14320,"", 19585,"",   34.9,"",   31.2,"",   38.2,"",
"Income of individuals in 2020","  With employment income",, 63285,"", 31635,"", 31650,"",   65.1,"",   68.8,"",   61.8,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",,  8925,"",  4235,"",  4695,"",   14.1,"",   13.4,"",   14.8,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  6405,"",  2780,"",  3620,"",   10.1,"",    8.8,"",   11.4,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  8390,"",  3740,"",  4655,"",   13.3,"",   11.8,"",   14.7,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  6420,"",  2930,"",  3490,"",   10.1,"",    9.3,"",   11.0,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  6435,"",  3020,"",  3410,"",   10.2,"",    9.5,"",   10.8,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  6160,"",  2950,"",  3210,"",    9.7,"",    9.3,"",   10.1,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  5170,"",  2695,"",  2470,"",    8.2,"",    8.5,"",    7.8,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  3930,"",  2160,"",  1770,"",    6.2,"",    6.8,"",    5.6,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  2885,"",  1730,"",  1155,"",    4.6,"",    5.5,"",    3.6,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2355,"",  1485,"",   870,"",    3.7,"",    4.7,"",    2.7,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  1845,"",  1120,"",   725,"",    2.9,"",    3.5,"",    2.3,"",
"Income of individuals in 2020","    $100,000 and over",,  4365,"",  2780,"",  1580,"",    6.9,"",    8.8,"",    5.0,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  2620,"",  1610,"",  1005,"",    4.1,"",    5.1,"",    3.2,"",
"Income of individuals in 2020","      $125,000 and over",,  1745,"",  1170,"",   580,"",    2.8,"",    3.7,"",    1.8,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23, 97195,"", 45955,"", 51240,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",, 90115,"", 42315,"", 47800,"",   92.7,"",   92.1,"",   93.3,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 31600,"", 34800,"", 29400,"", 31600,"", 34800,"", 29400,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",, 90135,"", 42320,"", 47815,"",   92.7,"",   92.1,"",   93.3,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 29800,"", 32000,"", 28000,"", 29800,"", 32000,"", 28000,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",, 75260,"", 36475,"", 38790,"",   77.4,"",   79.4,"",   75.7,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 31600,"", 36000,"", 28000,"", 31600,"", 36000,"", 28000,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 63690,"", 31640,"", 32055,"",   65.5,"",   68.8,"",   62.6,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 34800,"", 39200,"", 31400,"", 34800,"", 39200,"", 31400,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",, 81505,"", 37745,"", 43765,"",   83.9,"",   82.1,"",   85.4,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  2480,"",  1160,"",  5840,"",  2480,"",  1160,"",  5840,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  6270,"",  2740,"",  3530,"",    6.5,"",    6.0,"",    6.9,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  5960,"",  6000,"",  5960,"",  5960,"",  6000,"",  5960,"",
