"Census Profile, 2021 Census of Population"
,,,"Etobicoke North [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 39760,"", 42240,"", 37360,"", 39760,"", 42240,"", 37360,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 91400,"", 44530,"", 46870,"",   94.6,"",   94.3,"",   94.9,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 35160,"", 36840,"", 33600,"", 35160,"", 36840,"", 33600,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 74390,"", 37920,"", 36465,"",   77.0,"",   80.3,"",   73.8,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 34560,"", 37720,"", 31240,"", 34560,"", 37720,"", 31240,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 62600,"", 32790,"", 29810,"",   64.8,"",   69.4,"",   60.3,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 35960,"", 38640,"", 33000,"", 35960,"", 38640,"", 33000,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",, 86225,"", 41725,"", 44505,"",   89.2,"",   88.4,"",   90.1,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",, 12300,"", 10810,"", 13680,"", 12300,"", 10810,"", 13680,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 10725,"",  4845,"",  5885,"",   11.1,"",   10.3,"",   11.9,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6195,"",  6015,"",  6345,"",  6195,"",  6015,"",  6345,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 36935,"", 18885,"", 18045,"",   38.2,"",   40.0,"",   36.5,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",,  9850,"",  9910,"",  9780,"",  9850,"",  9910,"",  9780,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12, 96620,"", 47215,"", 49400,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 24915,"", 14020,"", 10900,"",   25.8,"",   29.7,"",   22.1,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 52000,"", 53600,"", 50000,"", 52000,"", 53600,"", 50000,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15, 57700,"", 59400,"", 55550,"", 57700,"", 59400,"", 55550,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 25795,"", 12705,"", 13085,"",   26.7,"",   26.9,"",   26.5,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 17200,"", 18400,"", 16200,"", 17200,"", 18400,"", 16200,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 23540,"", 25200,"", 21920,"", 23540,"", 25200,"", 21920,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   70.8,"",   76.0,"",   65.2,"",   70.8,"",   76.0,"",   65.2,"",
"Income of individuals in 2020","    Employment income (%)",19,   62.0,"",   67.4,"",   56.2,"",   62.0,"",   67.4,"",   56.2,"",
"Income of individuals in 2020","  Government transfers (%)",20,   29.2,"",   24.0,"",   34.8,"",   29.2,"",   24.0,"",   34.8,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    1.8,"",    1.6,"",    2.1,"",    1.8,"",    1.6,"",    2.1,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,   11.1,"",   10.7,"",   11.6,"",   11.1,"",   10.7,"",   11.6,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,   10.0,"",    9.9,"",   10.1,"",   10.0,"",    9.9,"",   10.1,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21, 96750,"", 47225,"", 49525,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  5525,"",  2785,"",  2740,"",    5.7,"",    5.9,"",    5.5,"",
"Income of individuals in 2020","  With total income",, 91230,"", 44445,"", 46785,"",   94.3,"",   94.1,"",   94.5,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  9155,"",  4145,"",  5010,"",   10.0,"",    9.3,"",   10.7,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 13765,"",  6270,"",  7500,"",   15.1,"",   14.1,"",   16.0,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 18700,"",  9000,"",  9700,"",   20.5,"",   20.2,"",   20.7,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 13805,"",  6305,"",  7505,"",   15.1,"",   14.2,"",   16.0,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 10745,"",  5050,"",  5690,"",   11.8,"",   11.4,"",   12.2,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7940,"",  3830,"",  4105,"",    8.7,"",    8.6,"",    8.8,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5460,"",  2860,"",  2600,"",    6.0,"",    6.4,"",    5.6,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  3630,"",  2025,"",  1605,"",    4.0,"",    4.6,"",    3.4,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2485,"",  1475,"",  1015,"",    2.7,"",    3.3,"",    2.2,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  1705,"",  1040,"",   670,"",    1.9,"",    2.3,"",    1.4,"",
"Income of individuals in 2020","    $100,000 and over",,  3830,"",  2450,"",  1385,"",    4.2,"",    5.5,"",    3.0,"",
"Income of individuals in 2020","      $100,000 to $149,999",,  3055,"",  1920,"",  1135,"",    3.3,"",    4.3,"",    2.4,"",
"Income of individuals in 2020","      $150,000 and over",,   780,"",   530,"",   245,"",    0.9,"",    1.2,"",    0.5,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22, 96750,"", 47225,"", 49525,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  5470,"",  2755,"",  2720,"",    5.7,"",    5.8,"",    5.5,"",
"Income of individuals in 2020","  With after-tax income",, 91280,"", 44475,"", 46805,"",   94.3,"",   94.2,"",   94.5,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  9350,"",  4235,"",  5115,"",   10.2,"",    9.5,"",   10.9,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 14335,"",  6605,"",  7725,"",   15.7,"",   14.9,"",   16.5,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 20740,"",  9950,"", 10790,"",   22.7,"",   22.4,"",   23.1,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 15765,"",  7320,"",  8445,"",   17.3,"",   16.5,"",   18.0,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 11695,"",  5735,"",  5965,"",   12.8,"",   12.9,"",   12.7,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7755,"",  3935,"",  3825,"",    8.5,"",    8.8,"",    8.2,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  4615,"",  2500,"",  2115,"",    5.1,"",    5.6,"",    4.5,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  2790,"",  1610,"",  1180,"",    3.1,"",    3.6,"",    2.5,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  1865,"",  1060,"",   800,"",    2.0,"",    2.4,"",    1.7,"",
"Income of individuals in 2020","    $90,000 to $99,999",,   970,"",   590,"",   385,"",    1.1,"",    1.3,"",    0.8,"",
"Income of individuals in 2020","    $100,000 and over",,  1395,"",   930,"",   465,"",    1.5,"",    2.1,"",    1.0,"",
"Income of individuals in 2020","      $100,000 to $124,999",,   845,"",   555,"",   285,"",    0.9,"",    1.2,"",    0.6,"",
"Income of individuals in 2020","      $125,000 and over",,   545,"",   375,"",   175,"",    0.6,"",    0.8,"",    0.4,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19, 96750,"", 47225,"", 49525,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 34065,"", 14380,"", 19685,"",   35.2,"",   30.4,"",   39.7,"",
"Income of individuals in 2020","  With employment income",, 62690,"", 32850,"", 29840,"",   64.8,"",   69.6,"",   60.3,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",,  9545,"",  4835,"",  4710,"",   15.2,"",   14.7,"",   15.8,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  6915,"",  3270,"",  3645,"",   11.0,"",   10.0,"",   12.2,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  9085,"",  4450,"",  4635,"",   14.5,"",   13.5,"",   15.5,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  6810,"",  3345,"",  3465,"",   10.9,"",   10.2,"",   11.6,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  6750,"",  3370,"",  3380,"",   10.8,"",   10.3,"",   11.3,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  6340,"",  3265,"",  3070,"",   10.1,"",    9.9,"",   10.3,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  5010,"",  2755,"",  2255,"",    8.0,"",    8.4,"",    7.6,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  3615,"",  2095,"",  1520,"",    5.8,"",    6.4,"",    5.1,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  2520,"",  1515,"",  1005,"",    4.0,"",    4.6,"",    3.4,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  1855,"",  1180,"",   675,"",    3.0,"",    3.6,"",    2.3,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  1370,"",   865,"",   510,"",    2.2,"",    2.6,"",    1.7,"",
"Income of individuals in 2020","    $100,000 and over",,  2860,"",  1905,"",   960,"",    4.6,"",    5.8,"",    3.2,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  1800,"",  1150,"",   650,"",    2.9,"",    3.5,"",    2.2,"",
"Income of individuals in 2020","      $125,000 and over",,  1065,"",   755,"",   305,"",    1.7,"",    2.3,"",    1.0,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23, 96750,"", 47230,"", 49525,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",, 88480,"", 42955,"", 45520,"",   91.5,"",   90.9,"",   91.9,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 29000,"", 31200,"", 27400,"", 29000,"", 31200,"", 27400,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",, 88490,"", 42960,"", 45535,"",   91.5,"",   91.0,"",   91.9,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 27800,"", 29600,"", 26400,"", 27800,"", 29600,"", 26400,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",, 73215,"", 37235,"", 35975,"",   75.7,"",   78.8,"",   72.6,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 28600,"", 32000,"", 25800,"", 28600,"", 32000,"", 25800,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 62485,"", 32650,"", 29840,"",   64.6,"",   69.1,"",   60.3,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 31000,"", 34000,"", 28800,"", 31000,"", 34000,"", 28800,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",, 80530,"", 38655,"", 41880,"",   83.2,"",   81.8,"",   84.6,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  2220,"",  1150,"",  5600,"",  2220,"",  1150,"",  5600,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  5855,"",  2580,"",  3270,"",    6.1,"",    5.5,"",    6.6,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  6080,"",  6320,"",  5920,"",  6080,"",  6320,"",  5920,"",
