"Census Profile, 2021 Census of Population"
,,,"Don Valley East [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 50680,"", 55350,"", 46640,"", 50680,"", 55350,"", 46640,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 75805,"", 35100,"", 40710,"",   95.1,"",   94.5,"",   95.5,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 42320,"", 45360,"", 39680,"", 42320,"", 45360,"", 39680,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 63830,"", 30530,"", 33295,"",   80.0,"",   82.2,"",   78.1,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 47360,"", 52650,"", 42480,"", 47360,"", 52650,"", 42480,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 51595,"", 25915,"", 25680,"",   64.7,"",   69.8,"",   60.3,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 47520,"", 51550,"", 43440,"", 47520,"", 51550,"", 43440,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",, 70085,"", 32105,"", 37980,"",   87.9,"",   86.5,"",   89.1,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",, 11650,"", 10390,"", 12710,"", 11650,"", 10390,"", 12710,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",,  7075,"",  3065,"",  4005,"",    8.9,"",    8.3,"",    9.4,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6410,"",  6180,"",  6590,"",  6410,"",  6180,"",  6590,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 25570,"", 12715,"", 12850,"",   32.1,"",   34.2,"",   30.2,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",, 10150,"", 10310,"", 10000,"", 10150,"", 10310,"", 10000,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12, 79755,"", 37135,"", 42620,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 23300,"", 12195,"", 11105,"",   29.2,"",   32.8,"",   26.1,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 64000,"", 67000,"", 61600,"", 64000,"", 67000,"", 61600,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15, 78700,"", 83700,"", 73100,"", 78700,"", 83700,"", 73100,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 20305,"",  9805,"", 10505,"",   25.5,"",   26.4,"",   24.6,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 15400,"", 16000,"", 14800,"", 15400,"", 16000,"", 14800,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 24520,"", 25920,"", 23240,"", 24520,"", 25920,"", 23240,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   78.8,"",   82.8,"",   74.6,"",   78.8,"",   82.8,"",   74.6,"",
"Income of individuals in 2020","    Employment income (%)",19,   63.8,"",   68.8,"",   58.8,"",   63.8,"",   68.8,"",   58.8,"",
"Income of individuals in 2020","  Government transfers (%)",20,   21.3,"",   17.2,"",   25.4,"",   21.3,"",   17.2,"",   25.4,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    1.2,"",    1.0,"",    1.4,"",    1.2,"",    1.0,"",    1.4,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    7.5,"",    7.3,"",    7.8,"",    7.5,"",    7.3,"",    7.8,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    6.8,"",    6.7,"",    6.8,"",    6.8,"",    6.7,"",    6.8,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21, 79700,"", 37065,"", 42635,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  3990,"",  2070,"",  1920,"",    5.0,"",    5.6,"",    4.5,"",
"Income of individuals in 2020","  With total income",, 75710,"", 34995,"", 40715,"",   95.0,"",   94.4,"",   95.5,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  7280,"",  3195,"",  4085,"",    9.6,"",    9.1,"",   10.0,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  9915,"",  4425,"",  5490,"",   13.1,"",   12.6,"",   13.5,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 13760,"",  6115,"",  7650,"",   18.2,"",   17.5,"",   18.8,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  9980,"",  4395,"",  5585,"",   13.2,"",   12.6,"",   13.7,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  8015,"",  3495,"",  4520,"",   10.6,"",   10.0,"",   11.1,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  6260,"",  2750,"",  3505,"",    8.3,"",    7.9,"",    8.6,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  4620,"",  2090,"",  2530,"",    6.1,"",    6.0,"",    6.2,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  3590,"",  1755,"",  1835,"",    4.7,"",    5.0,"",    4.5,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2790,"",  1455,"",  1335,"",    3.7,"",    4.2,"",    3.3,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2195,"",  1130,"",  1060,"",    2.9,"",    3.2,"",    2.6,"",
"Income of individuals in 2020","    $100,000 and over",,  7310,"",  4195,"",  3120,"",    9.7,"",   12.0,"",    7.7,"",
"Income of individuals in 2020","      $100,000 to $149,999",,  4740,"",  2595,"",  2145,"",    6.3,"",    7.4,"",    5.3,"",
"Income of individuals in 2020","      $150,000 and over",,  2575,"",  1600,"",   980,"",    3.4,"",    4.6,"",    2.4,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22, 79700,"", 37065,"", 42635,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  3970,"",  2060,"",  1915,"",    5.0,"",    5.6,"",    4.5,"",
"Income of individuals in 2020","  With after-tax income",, 75730,"", 35005,"", 40725,"",   95.0,"",   94.4,"",   95.5,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  7470,"",  3275,"",  4200,"",    9.9,"",    9.4,"",   10.3,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 10390,"",  4650,"",  5745,"",   13.7,"",   13.3,"",   14.1,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 15165,"",  6770,"",  8395,"",   20.0,"",   19.3,"",   20.6,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 11490,"",  5110,"",  6380,"",   15.2,"",   14.6,"",   15.7,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  9080,"",  3955,"",  5120,"",   12.0,"",   11.3,"",   12.6,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  6430,"",  2905,"",  3530,"",    8.5,"",    8.3,"",    8.7,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  4645,"",  2290,"",  2360,"",    6.1,"",    6.5,"",    5.8,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  3265,"",  1675,"",  1595,"",    4.3,"",    4.8,"",    3.9,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2480,"",  1255,"",  1225,"",    3.3,"",    3.6,"",    3.0,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  1485,"",   805,"",   680,"",    2.0,"",    2.3,"",    1.7,"",
"Income of individuals in 2020","    $100,000 and over",,  3820,"",  2320,"",  1500,"",    5.0,"",    6.6,"",    3.7,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  1840,"",  1050,"",   785,"",    2.4,"",    3.0,"",    1.9,"",
"Income of individuals in 2020","      $125,000 and over",,  1980,"",  1265,"",   720,"",    2.6,"",    3.6,"",    1.8,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19, 79700,"", 37065,"", 42635,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 28100,"", 11190,"", 16905,"",   35.3,"",   30.2,"",   39.7,"",
"Income of individuals in 2020","  With employment income",, 51600,"", 25875,"", 25730,"",   64.7,"",   69.8,"",   60.3,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",,  8435,"",  4100,"",  4340,"",   16.3,"",   15.8,"",   16.9,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  5170,"",  2410,"",  2760,"",   10.0,"",    9.3,"",   10.7,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  6165,"",  2970,"",  3195,"",   11.9,"",   11.5,"",   12.4,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  4440,"",  2075,"",  2360,"",    8.6,"",    8.0,"",    9.2,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  4370,"",  2195,"",  2175,"",    8.5,"",    8.5,"",    8.5,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  4345,"",  2030,"",  2315,"",    8.4,"",    7.8,"",    9.0,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  3800,"",  1850,"",  1950,"",    7.4,"",    7.1,"",    7.6,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  3170,"",  1600,"",  1570,"",    6.1,"",    6.2,"",    6.1,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  2475,"",  1305,"",  1170,"",    4.8,"",    5.0,"",    4.5,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2065,"",  1130,"",   935,"",    4.0,"",    4.4,"",    3.6,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  1695,"",   905,"",   790,"",    3.3,"",    3.5,"",    3.1,"",
"Income of individuals in 2020","    $100,000 and over",,  5470,"",  3305,"",  2165,"",   10.6,"",   12.8,"",    8.4,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  2480,"",  1405,"",  1075,"",    4.8,"",    5.4,"",    4.2,"",
"Income of individuals in 2020","      $125,000 and over",,  2985,"",  1900,"",  1085,"",    5.8,"",    7.3,"",    4.2,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23, 79705,"", 37065,"", 42640,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",, 73660,"", 33965,"", 39690,"",   92.4,"",   91.6,"",   93.1,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 33200,"", 35600,"", 31800,"", 33200,"", 35600,"", 31800,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",, 73665,"", 33975,"", 39695,"",   92.4,"",   91.7,"",   93.1,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 31200,"", 32800,"", 30000,"", 31200,"", 32800,"", 30000,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",, 62610,"", 29885,"", 32720,"",   78.6,"",   80.6,"",   76.7,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 33600,"", 37200,"", 31000,"", 33600,"", 37200,"", 31000,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 51375,"", 25640,"", 25740,"",   64.5,"",   69.2,"",   60.4,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 35200,"", 37600,"", 32800,"", 35200,"", 37600,"", 32800,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",, 65890,"", 29980,"", 35905,"",   82.7,"",   80.9,"",   84.2,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  2140,"",  1050,"",  5320,"",  2140,"",  1050,"",  5320,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  3550,"",  1360,"",  2185,"",    4.5,"",    3.7,"",    5.1,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  5760,"",  5680,"",  5880,"",  5760,"",  5680,"",  5880,"",
