"Census Profile, 2021 Census of Population"
,,,"Eglinton--Lawrence [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 88500,"",114300,"", 66700,"", 88500,"",114300,"", 66700,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 91660,"", 41980,"", 49685,"",   95.8,"",   95.4,"",   96.1,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 64700,"", 79000,"", 52550,"", 64700,"", 79000,"", 52550,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 82900,"", 38590,"", 44305,"",   86.6,"",   87.7,"",   85.7,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 88000,"",116000,"", 63550,"", 88000,"",116000,"", 63550,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 66765,"", 32330,"", 34435,"",   69.8,"",   73.5,"",   66.6,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 84300,"",109300,"", 60850,"", 84300,"",109300,"", 60850,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",, 81135,"", 36500,"", 44630,"",   84.8,"",   82.9,"",   86.3,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",,  9980,"",  8610,"", 11100,"",  9980,"",  8610,"", 11100,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",,  7410,"",  2895,"",  4510,"",    7.7,"",    6.6,"",    8.7,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6790,"",  6005,"",  7290,"",  6790,"",  6005,"",  7290,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 27745,"", 12605,"", 15140,"",   29.0,"",   28.6,"",   29.3,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",,  9550,"",  9350,"",  9720,"",  9550,"",  9350,"",  9720,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12, 95710,"", 44005,"", 51705,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 32055,"", 17230,"", 14830,"",   33.5,"",   39.2,"",   28.7,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 77500,"", 87000,"", 68500,"", 77500,"", 87000,"", 68500,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15,135000,"",164800,"",100300,"",135000,"",164800,"",100300,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 24885,"", 10800,"", 14085,"",   26.0,"",   24.5,"",   27.2,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 18000,"", 19600,"", 17200,"", 18000,"", 19600,"", 17200,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 41440,"", 52350,"", 33080,"", 41440,"", 52350,"", 33080,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   90.0,"",   93.4,"",   85.0,"",   90.0,"",   93.4,"",   85.0,"",
"Income of individuals in 2020","    Employment income (%)",19,   69.4,"",   73.8,"",   63.3,"",   69.4,"",   73.8,"",   63.3,"",
"Income of individuals in 2020","  Government transfers (%)",20,   10.0,"",    6.6,"",   15.0,"",   10.0,"",    6.6,"",   15.0,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    0.6,"",    0.4,"",    1.0,"",    0.6,"",    0.4,"",    1.0,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    3.6,"",    2.6,"",    5.1,"",    3.6,"",    2.6,"",    5.1,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    3.3,"",    2.5,"",    4.4,"",    3.3,"",    2.5,"",    4.4,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21, 95800,"", 44145,"", 51650,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  4195,"",  2115,"",  2085,"",    4.4,"",    4.8,"",    4.0,"",
"Income of individuals in 2020","  With total income",, 91600,"", 42035,"", 49570,"",   95.6,"",   95.2,"",   96.0,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  8845,"",  4080,"",  4765,"",    9.7,"",    9.7,"",    9.6,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  9560,"",  4215,"",  5340,"",   10.4,"",   10.0,"",   10.8,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 13545,"",  5465,"",  8085,"",   14.8,"",   13.0,"",   16.3,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 10120,"",  4080,"",  6040,"",   11.0,"",    9.7,"",   12.2,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  8285,"",  3360,"",  4925,"",    9.0,"",    8.0,"",    9.9,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  6580,"",  2785,"",  3790,"",    7.2,"",    6.6,"",    7.6,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5170,"",  2195,"",  2970,"",    5.6,"",    5.2,"",    6.0,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4325,"",  1930,"",  2390,"",    4.7,"",    4.6,"",    4.8,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3340,"",  1595,"",  1740,"",    3.6,"",    3.8,"",    3.5,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2880,"",  1405,"",  1470,"",    3.1,"",    3.3,"",    3.0,"",
"Income of individuals in 2020","    $100,000 and over",, 18960,"", 10910,"",  8050,"",   20.7,"",   26.0,"",   16.2,"",
"Income of individuals in 2020","      $100,000 to $149,999",,  7790,"",  3790,"",  4005,"",    8.5,"",    9.0,"",    8.1,"",
"Income of individuals in 2020","      $150,000 and over",, 11170,"",  7125,"",  4040,"",   12.2,"",   17.0,"",    8.2,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22, 95800,"", 44145,"", 51650,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  4090,"",  2065,"",  2030,"",    4.3,"",    4.7,"",    3.9,"",
"Income of individuals in 2020","  With after-tax income",, 91705,"", 42075,"", 49625,"",   95.7,"",   95.3,"",   96.1,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",,  9385,"",  4330,"",  5060,"",   10.2,"",   10.3,"",   10.2,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 10000,"",  4410,"",  5585,"",   10.9,"",   10.5,"",   11.3,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 15185,"",  6130,"",  9055,"",   16.6,"",   14.6,"",   18.2,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 11640,"",  4795,"",  6845,"",   12.7,"",   11.4,"",   13.8,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  9390,"",  3885,"",  5510,"",   10.2,"",    9.2,"",   11.1,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7115,"",  3060,"",  4055,"",    7.8,"",    7.3,"",    8.2,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5330,"",  2370,"",  2960,"",    5.8,"",    5.6,"",    6.0,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4110,"",  2020,"",  2095,"",    4.5,"",    4.8,"",    4.2,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3535,"",  1615,"",  1920,"",    3.9,"",    3.8,"",    3.9,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2395,"",  1120,"",  1270,"",    2.6,"",    2.7,"",    2.6,"",
"Income of individuals in 2020","    $100,000 and over",, 13610,"",  8335,"",  5275,"",   14.8,"",   19.8,"",   10.6,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  3855,"",  2015,"",  1840,"",    4.2,"",    4.8,"",    3.7,"",
"Income of individuals in 2020","      $125,000 and over",,  9755,"",  6325,"",  3435,"",   10.6,"",   15.0,"",    6.9,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19, 95800,"", 44145,"", 51650,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 29025,"", 12045,"", 16975,"",   30.3,"",   27.3,"",   32.9,"",
"Income of individuals in 2020","  With employment income",, 66775,"", 32100,"", 34680,"",   69.7,"",   72.7,"",   67.1,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",,  9220,"",  4135,"",  5080,"",   13.8,"",   12.9,"",   14.6,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  5505,"",  2340,"",  3160,"",    8.2,"",    7.3,"",    9.1,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  7205,"",  3070,"",  4140,"",   10.8,"",    9.6,"",   11.9,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  5535,"",  2235,"",  3305,"",    8.3,"",    7.0,"",    9.5,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  5065,"",  2170,"",  2890,"",    7.6,"",    6.8,"",    8.3,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  4835,"",  2130,"",  2705,"",    7.2,"",    6.6,"",    7.8,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  4290,"",  1925,"",  2360,"",    6.4,"",    6.0,"",    6.8,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  3560,"",  1695,"",  1870,"",    5.3,"",    5.3,"",    5.4,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  2905,"",  1395,"",  1510,"",    4.4,"",    4.3,"",    4.4,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2330,"",  1245,"",  1085,"",    3.5,"",    3.9,"",    3.1,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2230,"",  1125,"",  1105,"",    3.3,"",    3.5,"",    3.2,"",
"Income of individuals in 2020","    $100,000 and over",, 14095,"",  8625,"",  5470,"",   21.1,"",   26.9,"",   15.8,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  3565,"",  1800,"",  1760,"",    5.3,"",    5.6,"",    5.1,"",
"Income of individuals in 2020","      $125,000 and over",, 10530,"",  6825,"",  3705,"",   15.8,"",   21.3,"",   10.7,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23, 95800,"", 44145,"", 51655,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",, 88930,"", 40590,"", 48335,"",   92.8,"",   91.9,"",   93.6,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 42800,"", 48400,"", 39200,"", 42800,"", 48400,"", 39200,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",, 88955,"", 40595,"", 48355,"",   92.9,"",   92.0,"",   93.6,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 38400,"", 42400,"", 35600,"", 38400,"", 42400,"", 35600,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",, 81120,"", 37550,"", 43570,"",   84.7,"",   85.1,"",   84.3,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 42400,"", 50000,"", 37600,"", 42400,"", 50000,"", 37600,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 66860,"", 31995,"", 34865,"",   69.8,"",   72.5,"",   67.5,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 42000,"", 49200,"", 37200,"", 42000,"", 49200,"", 37200,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",, 75430,"", 34340,"", 41090,"",   78.7,"",   77.8,"",   79.5,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  1200,"",   770,"",  2360,"",  1200,"",   770,"",  2360,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  4005,"",  1355,"",  2655,"",    4.2,"",    3.1,"",    5.1,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  6200,"",  5560,"",  6650,"",  6200,"",  5560,"",  6650,"",
