"Census Profile, 2021 Census of Population"
,,,"Don Valley North [Federal electoral district (2013 Representation Order)], Ontario",,,,,,,,,,,,
"Income of individuals in 2020","    Average total income in 2020 among recipients ($)",, 50880,"", 55600,"", 46760,"", 50880,"", 55600,"", 46760,"",
"Income of individuals in 2020","  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 93435,"", 43730,"", 49705,"",   94.9,"",   94.5,"",   95.3,"",
"Income of individuals in 2020","    Average after-tax income in 2020 among recipients ($)",, 42320,"", 45280,"", 39720,"", 42320,"", 45280,"", 39720,"",
"Income of individuals in 2020","  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 82340,"", 39350,"", 42985,"",   83.7,"",   85.0,"",   82.4,"",
"Income of individuals in 2020","    Average market income in 2020 among recipients ($)",, 47160,"", 52600,"", 42120,"", 47160,"", 52600,"", 42120,"",
"Income of individuals in 2020","  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data",, 64335,"", 32010,"", 32325,"",   65.4,"",   69.2,"",   62.0,"",
"Income of individuals in 2020","    Average employment income in 2020 among recipients ($)",, 47680,"", 53000,"", 42360,"", 47680,"", 53000,"", 42360,"",
"Income of individuals in 2020","  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data",, 85905,"", 39745,"", 46155,"",   87.3,"",   85.9,"",   88.5,"",
"Income of individuals in 2020","    Average government transfers in 2020 among recipients ($)",, 10150,"",  9050,"", 11100,"", 10150,"",  9050,"", 11100,"",
"Income of individuals in 2020","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",,  7260,"",  2985,"",  4270,"",    7.4,"",    6.4,"",    8.2,"",
"Income of individuals in 2020","    Average employment insurance benefits in 2020 among recipients ($)",,  6410,"",  5850,"",  6810,"",  6410,"",  5850,"",  6810,"",
"Income of individuals in 2020","  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data",, 30215,"", 14600,"", 15620,"",   30.7,"",   31.5,"",   30.0,"",
"Income of individuals in 2020","    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($)",, 10350,"", 10340,"", 10360,"", 10350,"", 10340,"", 10360,"",
"Income of individuals in 2020","Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data",12, 98430,"", 46280,"", 52150,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data",13, 29425,"", 15780,"", 13645,"",   29.9,"",   34.1,"",   26.2,"",
"Income of individuals in 2020","    Median employment income in 2020 for full-year full-time workers in 2020 ($)",14, 67000,"", 70500,"", 63200,"", 67000,"", 70500,"", 63200,"",
"Income of individuals in 2020","    Average employment income in 2020 for full-year full-time workers in 2020 ($)",15, 76900,"", 81600,"", 71500,"", 76900,"", 81600,"", 71500,"",
"Income of individuals in 2020","  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data",16, 25295,"", 11575,"", 13720,"",   25.7,"",   25.0,"",   26.3,"",
"Income of individuals in 2020","    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 15200,"", 16800,"", 13800,"", 15200,"", 16800,"", 13800,"",
"Income of individuals in 2020","    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($)",, 25120,"", 27840,"", 22820,"", 25120,"", 27840,"", 22820,"",
"Income of individuals in 2020","Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data",17,  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Market income (%)",18,   81.6,"",   85.2,"",   78.0,"",   81.6,"",   85.2,"",   78.0,"",
"Income of individuals in 2020","    Employment income (%)",19,   64.6,"",   69.8,"",   58.9,"",   64.6,"",   69.8,"",   58.9,"",
"Income of individuals in 2020","  Government transfers (%)",20,   18.4,"",   14.8,"",   22.0,"",   18.4,"",   14.8,"",   22.0,"",
"Income of individuals in 2020","    Employment insurance benefits (%)",,    1.0,"",    0.7,"",    1.3,"",    1.0,"",    0.7,"",    1.3,"",
"Income of individuals in 2020","    COVID-19 - Government income support and benefits (%)",,    7.3,"",    6.7,"",    7.9,"",    7.3,"",    6.7,"",    7.9,"",
"Income of individuals in 2020","      COVID-19 - Emergency and recovery benefits (%)",,    6.6,"",    6.2,"",    7.0,"",    6.6,"",    6.2,"",    7.0,"",
"Income of individuals in 2020","Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data",21, 98425,"", 46295,"", 52135,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without total income",,  5235,"",  2615,"",  2615,"",    5.3,"",    5.6,"",    5.0,"",
"Income of individuals in 2020","  With total income",, 93195,"", 43675,"", 49515,"",   94.7,"",   94.3,"",   95.0,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",, 10935,"",  4845,"",  6090,"",   11.7,"",   11.1,"",   12.3,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 11975,"",  5400,"",  6575,"",   12.8,"",   12.4,"",   13.3,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 15665,"",  6895,"",  8770,"",   16.8,"",   15.8,"",   17.7,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 11110,"",  4790,"",  6320,"",   11.9,"",   11.0,"",   12.8,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  8700,"",  3815,"",  4890,"",    9.3,"",    8.7,"",    9.9,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7110,"",  3185,"",  3925,"",    7.6,"",    7.3,"",    7.9,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  5635,"",  2585,"",  3045,"",    6.0,"",    5.9,"",    6.1,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4585,"",  2230,"",  2355,"",    4.9,"",    5.1,"",    4.8,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3950,"",  2090,"",  1860,"",    4.2,"",    4.8,"",    3.8,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  3180,"",  1725,"",  1455,"",    3.4,"",    3.9,"",    2.9,"",
"Income of individuals in 2020","    $100,000 and over",, 10360,"",  6125,"",  4230,"",   11.1,"",   14.0,"",    8.5,"",
"Income of individuals in 2020","      $100,000 to $149,999",,  7150,"",  4110,"",  3035,"",    7.7,"",    9.4,"",    6.1,"",
"Income of individuals in 2020","      $150,000 and over",,  3210,"",  2010,"",  1195,"",    3.4,"",    4.6,"",    2.4,"",
"Income of individuals in 2020","Total - After-tax income groups in 2020 for the population aged 15 years and over in private households - 100% data",22, 98425,"", 46295,"", 52135,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without after-tax income",,  5210,"",  2605,"",  2605,"",    5.3,"",    5.6,"",    5.0,"",
"Income of individuals in 2020","  With after-tax income",, 93220,"", 43685,"", 49530,"",   94.7,"",   94.4,"",   95.0,"",
"Income of individuals in 2020","    Under $10,000 (including loss)",, 11240,"",  4965,"",  6275,"",   12.1,"",   11.4,"",   12.7,"",
"Income of individuals in 2020","    $10,000 to $19,999",, 12525,"",  5690,"",  6830,"",   13.4,"",   13.0,"",   13.8,"",
"Income of individuals in 2020","    $20,000 to $29,999",, 17190,"",  7530,"",  9665,"",   18.4,"",   17.2,"",   19.5,"",
"Income of individuals in 2020","    $30,000 to $39,999",, 12640,"",  5550,"",  7095,"",   13.6,"",   12.7,"",   14.3,"",
"Income of individuals in 2020","    $40,000 to $49,999",, 10000,"",  4430,"",  5570,"",   10.7,"",   10.1,"",   11.2,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  7815,"",  3565,"",  4255,"",    8.4,"",    8.2,"",    8.6,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  6140,"",  3085,"",  3060,"",    6.6,"",    7.1,"",    6.2,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  4595,"",  2435,"",  2160,"",    4.9,"",    5.6,"",    4.4,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  3670,"",  1990,"",  1680,"",    3.9,"",    4.6,"",    3.4,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2250,"",  1335,"",   915,"",    2.4,"",    3.1,"",    1.8,"",
"Income of individuals in 2020","    $100,000 and over",,  5145,"",  3125,"",  2020,"",    5.5,"",    7.2,"",    4.1,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  2690,"",  1565,"",  1120,"",    2.9,"",    3.6,"",    2.3,"",
"Income of individuals in 2020","      $125,000 and over",,  2450,"",  1555,"",   900,"",    2.6,"",    3.6,"",    1.8,"",
"Income of individuals in 2020","Total - Employment income groups in 2020 for the population aged 15 years and over in private households - 100% data",19, 98425,"", 46295,"", 52135,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2020","  Without employment income",, 34090,"", 14135,"", 19960,"",   34.6,"",   30.5,"",   38.3,"",
"Income of individuals in 2020","  With employment income",, 64335,"", 32165,"", 32170,"",   65.4,"",   69.5,"",   61.7,"",
"Income of individuals in 2020","    Under $5,000 (including loss)",, 10215,"",  4820,"",  5395,"",   15.9,"",   15.0,"",   16.8,"",
"Income of individuals in 2020","    $5,000 to $9,999",,  6435,"",  2870,"",  3565,"",   10.0,"",    8.9,"",   11.1,"",
"Income of individuals in 2020","    $10,000 to $19,999",,  7560,"",  3545,"",  4015,"",   11.8,"",   11.0,"",   12.5,"",
"Income of individuals in 2020","    $20,000 to $29,999",,  5240,"",  2520,"",  2720,"",    8.1,"",    7.8,"",    8.5,"",
"Income of individuals in 2020","    $30,000 to $39,999",,  5110,"",  2380,"",  2730,"",    7.9,"",    7.4,"",    8.5,"",
"Income of individuals in 2020","    $40,000 to $49,999",,  5010,"",  2340,"",  2665,"",    7.8,"",    7.3,"",    8.3,"",
"Income of individuals in 2020","    $50,000 to $59,999",,  4645,"",  2235,"",  2410,"",    7.2,"",    6.9,"",    7.5,"",
"Income of individuals in 2020","    $60,000 to $69,999",,  3860,"",  1935,"",  1920,"",    6.0,"",    6.0,"",    6.0,"",
"Income of individuals in 2020","    $70,000 to $79,999",,  3220,"",  1675,"",  1545,"",    5.0,"",    5.2,"",    4.8,"",
"Income of individuals in 2020","    $80,000 to $89,999",,  2975,"",  1685,"",  1300,"",    4.6,"",    5.2,"",    4.0,"",
"Income of individuals in 2020","    $90,000 to $99,999",,  2505,"",  1405,"",  1100,"",    3.9,"",    4.4,"",    3.4,"",
"Income of individuals in 2020","    $100,000 and over",,  7570,"",  4760,"",  2810,"",   11.8,"",   14.8,"",    8.7,"",
"Income of individuals in 2020","      $100,000 to $124,999",,  3835,"",  2275,"",  1560,"",    6.0,"",    7.1,"",    4.8,"",
"Income of individuals in 2020","      $125,000 and over",,  3730,"",  2480,"",  1250,"",    5.8,"",    7.7,"",    3.9,"",
"Income of individuals in 2019","Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data",23, 98430,"", 46295,"", 52130,"",  100.0,"",  100.0,"",  100.0,"",
"Income of individuals in 2019","  Number of total income recipients aged 15 years and over in private households in 2019 - 100% data",, 90265,"", 42125,"", 48140,"",   91.7,"",   91.0,"",   92.3,"",
"Income of individuals in 2019","    Median total income in 2019 among recipients ($)",, 33600,"", 36800,"", 31000,"", 33600,"", 36800,"", 31000,"",
"Income of individuals in 2019","  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 100% data",, 90290,"", 42130,"", 48160,"",   91.7,"",   91.0,"",   92.4,"",
"Income of individuals in 2019","    Median after-tax income in 2019 among recipients ($)",, 31200,"", 34000,"", 29400,"", 31200,"", 34000,"", 29400,"",
"Income of individuals in 2019","  Number of market income recipients aged 15 years and over in private households in 2019 - 100% data",, 79710,"", 38090,"", 41615,"",   81.0,"",   82.3,"",   79.8,"",
"Income of individuals in 2019","    Median market income in 2019 among recipients ($)",, 33600,"", 38000,"", 30400,"", 33600,"", 38000,"", 30400,"",
"Income of individuals in 2019","  Number of employment income recipients aged 15 years and over in private households in 2019 - 100% data",, 62930,"", 31345,"", 31585,"",   63.9,"",   67.7,"",   60.6,"",
"Income of individuals in 2019","    Median employment income in 2019 among recipients ($)",, 36000,"", 39600,"", 32800,"", 36000,"", 39600,"", 32800,"",
"Income of individuals in 2019","  Number of government transfers recipients aged 15 years and over in private households in 2019 - 100% data",, 80375,"", 37105,"", 43265,"",   81.7,"",   80.1,"",   83.0,"",
"Income of individuals in 2019","    Median government transfers in 2019 among recipients ($)",,  1330,"",   900,"",  2420,"",  1330,"",   900,"",  2420,"",
"Income of individuals in 2019","  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 -100% data",,  3750,"",  1415,"",  2335,"",    3.8,"",    3.1,"",    4.5,"",
"Income of individuals in 2019","    Median employment insurance benefits in 2019 among recipients ($)",,  5960,"",  5520,"",  6200,"",  5960,"",  5520,"",  6200,"",
